closetime,closetheta,omega,,,,,,time,Cd,real_moment,omega,theta,Cip,-0.17722321
0.237,0.26092653,0.134211177,,,,,,0.944,-1.039553159,-0.380525934,1.544155302,-0.08868138,11.77301419,
0.238,0.26105559,0.123907629,,,,,,0.948,-0.960877236,-0.382320008,1.557914267,-0.082463278,11.93391695,
0.239,0.261174343,0.113599189,,,,,,0.952,-0.897088246,-0.38082189,1.570689219,-0.07619309,11.98462906,
0.24,0.261282787,0.103286265,,,,,,0.956,-0.822219624,-0.379692819,1.58247209,-0.069874777,12.03873551,
0.241,0.261380915,0.092969263,,,,,,0.96,-0.754954744,-0.377519499,1.593255438,-0.06351233,12.0513924,
0.242,0.261468724,0.082648591,,,,,,0.964,-0.685257986,-0.37550751,1.603032452,-0.057109767,12.06072379,
0.243,0.261546211,0.072324656,,,,,,0.968,-0.617616405,-0.372437251,1.611796956,-0.050671132,12.02751407,
0.244,0.261613372,0.061997865,,,,,,0.972,-0.548967913,-0.368789891,1.619543415,-0.044200492,11.96696533,
0.245,0.261670206,0.051668628,,,,,,0.976,-0.488871469,-0.364614526,1.626266935,-0.037701935,11.88059603,
0.246,0.261716709,0.04133735,,,,,,0.98,-0.417966226,-0.361724127,1.63196327,-0.031179564,11.82769965,
0.247,0.26175288,0.031004441,,,,,,0.984,-0.340005938,-0.35971244,1.636628823,-0.024637499,11.79554695,
0.248,0.261778717,0.020670307,,,,,,0.988,-0.285799595,-0.353788586,1.640260645,-0.018079872,11.62703857,
0.249,0.26179422,0.010335358,,,,,,0.992,-0.216363954,-0.350104353,1.642856444,-0.011510826,11.52416734,
0.25,0.261799388,1.01E-16,,,,,,0.996,-0.154915233,-0.346353585,1.644414579,-0.00493451,11.41151844,
0.251,0.26179422,-0.010335358,,,,,,1,-0.104738354,-0.338869956,1.644934067,0.001644923,11.16847795,
0.252,0.261778717,-0.020670307,,,,,,1.004,-0.038391374,-0.334194939,1.644414579,0.008223317,11.01092026,
0.253,0.26175288,-0.031004441,,,,,,1.008,0.015852388,-0.329241062,1.642856444,0.014796518,10.83742338,
0.254,0.261716709,-0.04133735,,,,,,1.012,0.064404991,-0.322237807,1.640260645,0.021360372,10.59014212,
0.255,0.261670206,-0.051668628,,,,,,1.016,0.127496728,-0.318136561,1.636628823,0.027910735,10.43220728,
0.256,0.261613372,-0.061997865,,,,,,1.02,0.161732005,-0.309458369,1.63196327,0.034443469,10.11870749,
0.257,0.261546211,-0.072324656,,,,,,1.024,0.217354626,-0.304151232,1.626266935,0.040954447,9.910460666,
0.258,0.261468724,-0.082648591,,,,,,1.028,0.241582746,-0.295854665,1.619543415,0.047439558,9.600269964,
0.259,0.261380915,-0.092969263,,,,,,1.032,0.29128151,-0.289645353,1.611796956,0.053894705,9.353826841,
0.26,0.261282787,-0.103286265,,,,,,1.036,0.32930502,-0.282003429,1.603032452,0.060315811,9.057516483,
0.261,0.261174343,-0.113599189,,,,,,1.04,0.348718823,-0.273194513,1.593255438,0.06669882,8.721070806,
0.262,0.26105559,-0.123907629,,,,,,1.044,0.375415536,-0.265491304,1.58247209,0.073039701,8.417803632,
0.263,0.26092653,-0.134211177,,,,,,1.048,0.400573493,-0.257259367,1.570689219,0.079334448,8.096063205,
0.264,0.260787169,-0.144509426,,,,,,1.052,0.420301395,-0.248344706,1.557914267,0.085579086,7.751948733,
0.265,0.260637513,-0.154801971,,,,,,1.056,0.43746667,-0.239943913,1.544155302,0.09176967,7.423575752,
0.266,0.260477567,-0.165088404,,,,,,1.06,0.44081078,-0.230306267,1.529421016,0.097902291,7.057408237,
0.267,0.260307338,-0.17536832,,,,,,1.064,0.439091075,-0.220418405,1.513720715,0.103973075,6.685071231,
0.268,0.260126833,-0.185641312,,,,,,1.068,0.460732844,-0.212792135,1.497064316,0.109978187,6.382759198,
0.269,0.259936058,-0.195906976,,,,,,1.072,0.435127091,-0.201243033,1.479462338,0.115913834,5.965367433,
0.27,0.259735021,-0.206164906,,,,,,1.076,0.446510405,-0.193309677,1.460925901,0.121776267,5.658407417,
0.271,0.259523731,-0.216414696,,,,,,1.08,0.414711918,-0.181908596,1.441466711,0.127561785,5.253760467,
0.272,0.259302195,-0.226655943,,,,,,1.084,0.410865834,-0.172776507,1.42109706,0.133266731,4.919498832,
0.273,0.259070422,-0.236888242,,,,,,1.088,0.394087894,-0.163232442,1.399829814,0.138887503,4.57819353,
0.274,0.258828422,-0.247111189,,,,,,1.092,0.367994358,-0.152962788,1.377678405,0.144420551,4.22227067,
0.275,0.258576203,-0.257324381,,,,,,1.096,0.345987793,-0.142920997,1.354656825,0.14986238,3.879160564,
0.276,0.258313776,-0.267527414,,,,,,1.1,0.308436286,-0.132888205,1.330779615,0.155209553,3.543276194,
0.277,0.258041152,-0.277719885,,,,,,1.104,0.279421834,-0.122782863,1.306061855,0.160458691,3.213023728,
0.278,0.25775834,-0.287901392,,,,,,1.108,0.241471197,-0.11250497,1.28051916,0.165606481,2.886491075,
0.279,0.257465353,-0.298071534,,,,,,1.112,0.204701252,-0.102895622,1.25416766,0.17064967,2.585621358,
0.28,0.257162201,-0.308229908,,,,,,1.116,0.161438991,-0.093186266,1.227024002,0.175585073,2.290959426,
0.281,0.256848897,-0.318376114,,,,,,1.12,0.109010348,-0.082145557,1.199105329,0.180409573,1.973575932,
0.282,0.256525453,-0.32850975,,,,,,1.124,0.074699559,-0.073497463,1.170429275,0.185120122,1.723574092,
0.283,0.256191882,-0.338630418,,,,,,1.128,0.023540975,-0.063549587,1.141013953,0.189713746,1.452834405,
0.284,0.255848196,-0.348737718,,,,,,1.132,-0.029152317,-0.053496708,1.110877943,0.194187542,1.190709531,
0.285,0.255494411,-0.358831249,,,,,,1.136,-0.075234473,-0.044312574,1.080040277,0.198538685,0.958913347,
0.286,0.255130539,-0.368910615,,,,,,1.14,-0.137319565,-0.034685798,1.048520436,0.202764427,0.728687002,
0.287,0.254756594,-0.378975417,,,,,,1.144,-0.180631454,-0.025879034,1.016338326,0.206862099,0.526985652,
0.288,0.254372593,-0.389025257,,,,,,1.148,-0.247481274,-0.015760198,0.983514275,0.210829111,0.310566623,
0.289,0.253978549,-0.399059739,,,,,,1.152,-0.294832331,-0.007356131,0.950069016,0.21466296,0.140028691,
0.29,0.253574479,-0.409078467,,,,,,1.156,-0.357034941,0.001755476,0.916023673,0.218361223,-0.03221915,
0.291,0.253160397,-0.419081046,,,,,,1.16,-0.410203353,0.010339815,0.881399749,0.221921565,-0.182598883,
0.292,0.252736322,-0.42906708,,,,,,1.164,-0.465116225,0.018730076,0.846219114,0.225341736,-0.31756658,
0.293,0.252302269,-0.439036175,,,,,,1.168,-0.52621258,0.027313859,0.81050399,0.228619576,-0.443558237,
0.294,0.251858255,-0.448987937,,,,,,1.172,-0.579638163,0.035448769,0.774276933,0.231753015,-0.549933164,
0.295,0.251404299,-0.458921975,,,,,,1.176,-0.640515469,0.043571086,0.737560827,0.234740075,-0.643885522,
0.296,0.250940418,-0.468837895,,,,,,1.18,-0.689500998,0.051112492,0.700378862,0.237578867,-0.717253231,
0.297,0.250466629,-0.478735306,,,,,,1.184,-0.747394863,0.058924006,0.662754522,0.240267599,-0.782451437,
0.298,0.249982953,-0.488613817,,,,,,1.188,-0.797549806,0.066112798,0.624711572,0.242804573,-0.827518127,
0.299,0.249489408,-0.498473038,,,,,,1.192,-0.858493929,0.073685972,0.586274041,0.245188187,-0.865561466,
0.3,0.248986014,-0.508312581,,,,,,1.196,-0.903020533,0.080330179,0.547466207,0.247416935,-0.881147235,
0.301,0.24847279,-0.518132057,,,,,,1.2,-0.956496397,0.087405667,0.508312581,0.249489408,-0.890190349,
0.302,0.247949756,-0.527931077,,,,,,1.204,-1.010033867,0.094317884,0.468837895,0.251404299,-0.885990749,
0.303,0.247416935,-0.537709256,,,,,,1.208,-1.058640048,0.100923758,0.42906708,0.253160397,-0.867622968,
0.304,0.246874345,-0.547466207,,,,,,1.212,-1.107458893,0.107403926,0.389025257,0.254756594,-0.837163696,
0.305,0.246322009,-0.557201545,,,,,,1.216,-1.157190896,0.113831012,0.348737718,0.256191882,-0.795375023,
0.306,0.245759949,-0.566914885,,,,,,1.22,-1.197505916,0.12001202,0.308229908,0.257465353,-0.741159966,
0.307,0.245188187,-0.576605845,,,,,,1.224,-1.247221955,0.126304676,0.267527414,0.258576203,-0.677017899,
0.308,0.244606745,-0.586274041,,,,,,1.228,-1.294509714,0.13258971,0.226655943,0.259523731,-0.602128747,
0.309,0.244015647,-0.595919092,,,,,,1.232,-1.340358992,0.138864376,0.185641312,0.260307338,-0.516509015,
0.31,0.243414915,-0.605540618,,,,,,1.236,-1.382931158,0.145003367,0.144509426,0.26092653,-0.419842783,
0.311,0.242804573,-0.615138237,,,,,,1.24,-1.427476814,0.151260164,0.103286265,0.261380915,-0.313025393,
0.312,0.242184646,-0.624711572,,,,,,1.244,-1.470668779,0.157522754,0.061997865,0.261670206,-0.195673702,
0.313,0.241555158,-0.634260245,,,,,,1.248,-1.51235067,0.163681987,0.020670307,0.26179422,-0.067789159,
0.314,0.240916134,-0.643783877,,,,,,1.252,-1.553423766,0.169942637,-0.020670307,0.26175288,0.070382017,
0.315,0.240267599,-0.653282095,,,,,,1.256,-1.594044264,0.176253037,-0.061997865,0.261546211,0.218940333,
0.316,0.239609579,-0.662754522,,,,,,1.26,-1.632058825,0.182482179,-0.103286265,0.261174343,0.377637802,
0.317,0.238942099,-0.672200784,,,,,,1.264,-1.670404625,0.188832371,-0.144509426,0.260637513,0.546745292,
0.318,0.238265186,-0.68162051,,,,,,1.268,-1.705832637,0.194950709,-0.185641312,0.259936058,0.725123331,
0.319,0.237578867,-0.691013326,,,,,,1.272,-1.740300867,0.201146531,-0.226655943,0.259070422,0.913465369,
0.32,0.236883168,-0.700378862,,,,,,1.276,-1.772780706,0.207336974,-0.267527414,0.258041152,1.111366949,
0.321,0.236178118,-0.709716748,,,,,,1.28,-1.805514259,0.213667102,-0.308229908,0.256848897,1.319547007,
0.322,0.235463744,-0.719026616,,,,,,1.284,-1.835006734,0.219873067,-0.348737718,0.255494411,1.536326023,
0.323,0.234740075,-0.728308098,,,,,,1.288,-1.864407426,0.226160017,-0.389025257,0.253978549,1.76281224,
0.324,0.234007138,-0.737560827,,,,,,1.292,-1.891823026,0.232494283,-0.42906708,0.252302269,1.998710542,
0.325,0.233264963,-0.746784439,,,,,,1.296,-1.911942108,0.238269195,-0.468837895,0.250466629,2.238221354,
0.326,0.232513579,-0.755978569,,,,,,1.3,-1.936616804,0.244546681,-0.508312581,0.24847279,2.490606185,
0.327,0.231753015,-0.765142855,,,,,,1.304,-1.957364725,0.25065643,-0.547466207,0.246322009,2.749467543,
0.328,0.230983303,-0.774276933,,,,,,1.308,-1.972398249,0.256509909,-0.586274041,0.244015647,3.013125648,
0.329,0.230204472,-0.783380445,,,,,,1.312,-1.986036139,0.262367794,-0.624711572,0.241555158,3.283995133,
0.33,0.229416552,-0.79245303,,,,,,1.316,-2.001733059,0.268860142,-0.662754522,0.238942099,3.570191837,
0.331,0.228619576,-0.801494331,,,,,,1.32,-2.011399506,0.274497447,-0.700378862,0.236178118,3.85197775,
0.332,0.227813574,-0.81050399,,,,,,1.324,-2.019876434,0.280321979,-0.737560827,0.233264963,4.142546801,
0.333,0.226998579,-0.819481651,,,,,,1.328,-2.019693501,0.28538702,-0.774276933,0.230204472,4.427340939,
0.334,0.226174622,-0.828426961,,,,,,1.332,-2.024471875,0.291447696,-0.81050399,0.226998579,4.732909643,
0.335,0.225341736,-0.837339566,,,,,,1.336,-2.022558471,0.297042295,-0.846219114,0.223649309,5.036322737,
0.336,0.224499954,-0.846219114,,,,,,1.34,-2.017651825,0.302231569,-0.881399749,0.220158777,5.337343797,
0.337,0.223649309,-0.855065255,,,,,,1.344,-2.011511655,0.307388661,-0.916023673,0.216529188,5.641660792,
0.338,0.222789834,-0.86387764,,,,,,1.348,-2.007163197,0.313345271,-0.950069016,0.212762835,5.964729176,
0.339,0.221921565,-0.87265592,,,,,,1.352,-1.984681703,0.317262104,-0.983514275,0.208862096,6.251889556,
0.34,0.221044534,-0.881399749,,,,,,1.356,-1.968813191,0.322379279,-1.016338326,0.204829435,6.56474487,
0.341,0.220158777,-0.890108782,,,,,,1.36,-1.953938189,0.326649077,-1.048520436,0.2006674,6.862316818,
0.342,0.219264328,-0.898782675,,,,,,1.364,-1.925959284,0.331586764,-1.080040277,0.196378619,7.175457021,
0.343,0.218361223,-0.907421085,,,,,,1.368,-1.899853156,0.335775934,-1.110877943,0.191965801,7.473574015,
0.344,0.217449498,-0.916023673,,,,,,1.372,-1.874641531,0.340737591,-1.141013953,0.187431733,7.789748465,
0.345,0.216529188,-0.924590097,,,,,,1.376,-1.838162721,0.343981564,-1.170429275,0.182779279,8.066641817,
0.346,0.21560033,-0.933120019,,,,,,1.38,-1.810075621,0.349088768,-1.199105329,0.178011378,8.386980606,
0.347,0.21466296,-0.941613104,,,,,,1.384,-1.760964666,0.350090477,-1.227024002,0.173131041,8.606880744,
0.348,0.213717116,-0.950069016,,,,,,1.388,-1.720143309,0.353506798,-1.25416766,0.168141351,8.883125508,
0.349,0.212762835,-0.95848742,,,,,,1.392,-1.675925667,0.357390872,-1.28051916,0.16304546,9.169422153,
0.35,0.211800154,-0.966867985,,,,,,1.396,-1.630712773,0.356474669,-1.306061855,0.157846585,9.328350379,
0.351,0.210829111,-0.97521038,,,,,,1.4,-1.577334964,0.361007772,-1.330779615,0.152548011,9.625762057,
0.352,0.209849746,-0.983514275,,,,,,1.404,-1.526418117,0.360474313,-1.354656825,0.147153084,9.783990955,
0.353,0.208862096,-0.991779343,,,,,,1.408,-1.470086649,0.364654693,-1.377678405,0.141665213,10.06565609,
0.354,0.2078662,-1.000005257,,,,,,1.412,-1.41458114,0.362151967,-1.399829814,0.136087862,10.15730556,
0.355,0.206862099,-1.008191692,,,,,,1.416,-1.353016379,0.363215957,-1.42109706,0.130424556,10.34191803,
0.356,0.20584983,-1.016338326,,,,,,1.42,-1.289812253,0.368645073,-1.441466711,0.12467887,10.64695653,
0.357,0.204829435,-1.024444837,,,,,,1.424,-1.227090862,0.36711632,-1.460925901,0.118854435,10.7459375,
0.358,0.203800954,-1.032510904,,,,,,1.428,-1.162520893,0.370915195,-1.479462338,0.112954929,10.99489204,
0.359,0.202764427,-1.040536209,,,,,,1.432,-1.098590178,0.367121888,-1.497064316,0.106984078,11.01192302,
0.36,0.201719895,-1.048520436,,,,,,1.436,-1.02016101,0.372668518,-1.513720715,0.100945653,11.3026659,
0.361,0.2006674,-1.056463269,,,,,,1.44,-0.956395913,0.368711821,-1.529421016,0.094843469,11.29864973,
0.362,0.199606983,-1.064364394,,,,,,1.444,-0.87949436,0.370831013,-1.544155302,0.08868138,11.47306502,
0.363,0.198538685,-1.072223501,,,,,,1.448,-0.809754163,0.371347995,-1.557914267,0.082463278,11.59143135,
0.364,0.19746255,-1.080040277,,,,,,1.452,-0.73805862,0.368360777,-1.570689219,0.07619309,11.59247248,
0.365,0.196378619,-1.087814416,,,,,,1.456,-0.672793787,0.366015079,-1.58247209,0.069874777,11.60506207,
0.366,0.195286935,-1.09554561,,,,,,1.46,-0.599043826,0.364037914,-1.593255438,0.06351233,11.62102558,
0.367,0.194187542,-1.103233553,,,,,,1.464,-0.543546674,0.358370425,-1.603032452,0.057109767,11.51030696,
0.368,0.193080483,-1.110877943,,,,,,1.468,-0.460572187,0.358080628,-1.611796956,0.050671132,11.56388029,
0.369,0.191965801,-1.118478477,,,,,,1.472,-0.402597523,0.353162582,-1.619543415,0.044200492,11.45987046,
0.37,0.19084354,-1.126034855,,,,,,1.476,-0.334479817,0.349628303,-1.626266935,0.037701935,11.39228508,
0.371,0.189713746,-1.133546779,,,,,,1.48,-0.254247619,0.347524582,-1.63196327,0.031179564,11.36340117,
0.372,0.188576462,-1.141013953,,,,,,1.484,-0.202047167,0.341658691,-1.636628823,0.024637499,11.20353559,
0.373,0.187431733,-1.148436082,,,,,,1.488,-0.130312463,0.338101024,-1.640260645,0.018079872,11.11147673,
0.374,0.186279605,-1.155812872,,,,,,1.492,-0.067364512,0.334452668,-1.642856444,0.011510826,11.00897056,
0.375,0.185120122,-1.163144033,,,,,,1.496,-0.017944291,0.326893267,-1.644414579,0.00493451,10.7703477,
0.376,0.183953332,-1.170429275,,,,,,1.5,0.046602845,0.321929795,-1.644934067,-0.001644923,10.61016405,
0.377,0.182779279,-1.177668311,,,,,,1.504,0.103214494,0.317413171,-1.644414579,-0.008223317,10.45800133,
0.378,0.181598011,-1.184860854,,,,,,1.508,0.149174131,0.310047721,-1.642856444,-0.014796518,10.20564811,
0.379,0.180409573,-1.19200662,,,,,,1.512,0.216953846,0.306461857,-1.640260645,-0.021360372,10.07167549,
0.38,0.179214013,-1.199105329,,,,,,1.516,0.248779998,0.297731085,-1.636628823,-0.027910735,9.763079045,
0.381,0.178011378,-1.206156699,,,,,,1.52,0.306675769,0.292743923,-1.63196327,-0.034443469,9.572176524,
0.382,0.176801716,-1.213160451,,,,,,1.524,0.331774269,0.284540318,-1.626266935,-0.040954447,9.271458835,
0.383,0.175585073,-1.220116311,,,,,,1.528,0.37559212,0.278014071,-1.619543415,-0.047439558,9.021355614,
0.384,0.174361499,-1.227024002,,,,,,1.532,0.418174058,0.271019314,-1.611796956,-0.053894705,8.752316278,
0.385,0.173131041,-1.233883252,,,,,,1.536,0.43718589,0.262556231,-1.603032452,-0.060315811,8.432902407,
0.386,0.171893749,-1.240693791,,,,,,1.54,0.470334795,0.255546879,-1.593255438,-0.06669882,8.15771299,
0.387,0.17064967,-1.247455349,,,,,,1.544,0.492104858,0.247169673,-1.58247209,-0.073039701,7.836888588,
0.388,0.169398855,-1.25416766,,,,,,1.548,0.512712565,0.238627702,-1.570689219,-0.079334448,7.509716665,
0.389,0.168141351,-1.260830459,,,,,,1.552,0.529297106,0.230673079,-1.557914267,-0.085579086,7.200338213,
0.39,0.16687721,-1.267443482,,,,,,1.556,0.540813878,0.221695411,-1.544155302,-0.09176967,6.858989065,
0.391,0.165606481,-1.274006469,,,,,,1.56,0.534885508,0.211943727,-1.529421016,-0.097902291,6.494714292,
0.392,0.164329214,-1.28051916,,,,,,1.564,0.555942497,0.204650703,-1.513720715,-0.103973075,6.20685249,
0.393,0.16304546,-1.286981298,,,,,,1.568,0.545535734,0.194462604,-1.497064316,-0.109978187,5.832959834,
0.394,0.161755268,-1.293392628,,,,,,1.572,0.540908867,0.185714927,-1.479462338,-0.115913834,5.505073926,
0.395,0.160458691,-1.299752898,,,,,,1.576,0.535061502,0.176426142,-1.460925901,-0.121776267,5.16420599,
0.396,0.15915578,-1.306061855,,,,,,1.58,0.50800907,0.166154278,-1.441466711,-0.127561785,4.798754965,
0.397,0.157846585,-1.312319252,,,,,,1.584,0.502884091,0.157470992,-1.42109706,-0.133266731,4.48370193,
0.398,0.156531159,-1.31852484,,,,,,1.588,0.469375715,0.146899755,-1.399829814,-0.138887503,4.120109321,
0.399,0.155209553,-1.324678376,,,,,,1.592,0.452169711,0.13773803,-1.377678405,-0.144420551,3.802017834,
0.4,0.153881819,-1.330779615,,,,,,1.596,0.416267757,0.128128879,-1.354656825,-0.14986238,3.477673029,
0.401,0.152548011,-1.336828317,,,,,,1.6,0.395137945,0.118897819,-1.330779615,-0.155209553,3.170242316,
0.402,0.15120818,-1.342824244,,,,,,1.604,0.35020901,0.108424491,-1.306061855,-0.160458691,2.837288969,
0.403,0.14986238,-1.348767158,,,,,,1.608,0.321204823,0.099808945,-1.28051916,-0.165606481,2.560754682,
0.404,0.148510664,-1.354656825,,,,,,1.612,0.273705262,0.08963479,-1.25416766,-0.17064967,2.252395397,
0.405,0.147153084,-1.360493013,,,,,,1.616,0.231771587,0.080094555,-1.227024002,-0.175585073,1.969103205,
0.406,0.145789695,-1.36627549,,,,,,1.62,0.189254942,0.07107269,-1.199105329,-0.180409573,1.707546417,
0.407,0.144420551,-1.37200403,,,,,,1.624,0.132263629,0.061137701,-1.170429275,-0.185120122,1.433727816,
0.408,0.143045705,-1.377678405,,,,,,1.628,0.090652072,0.051961669,-1.141013953,-0.189713746,1.187918035,
0.409,0.141665213,-1.383298392,,,,,,1.632,0.024750913,0.042205858,-1.110877943,-0.194187542,0.939402067,
0.41,0.140279127,-1.388863768,,,,,,1.636,-0.020243724,0.033692866,-1.080040277,-0.198538685,0.729105442,
0.411,0.138887503,-1.394374315,,,,,,1.64,-0.07634684,0.02424698,-1.048520436,-0.202764427,0.50938597,
0.412,0.137490397,-1.399829814,,,,,,1.644,-0.136186958,0.015180432,-1.016338326,-0.206862099,0.309125523,
0.413,0.136087862,-1.40523005,,,,,,1.648,-0.196090323,0.006465211,-0.983514275,-0.210829111,0.12740187,
0.414,0.134679955,-1.41057481,,,,,,1.652,-0.252657253,-0.00221034,-0.950069016,-0.21466296,-0.042075252,
0.415,0.133266731,-1.415863883,,,,,,1.656,-0.311749379,-0.010622268,-0.916023673,-0.218361223,-0.194955907,
0.416,0.131848246,-1.42109706,,,,,,1.66,-0.376131969,-0.019289956,-0.881399749,-0.221921565,-0.340656432,
0.417,0.130424556,-1.426274135,,,,,,1.664,-0.434172326,-0.027433335,-0.846219114,-0.225341736,-0.465129484,
0.418,0.128995716,-1.431394902,,,,,,1.668,-0.497732757,-0.035541415,-0.81050399,-0.228619576,-0.577168078,
0.419,0.127561785,-1.436459161,,,,,,1.672,-0.554569092,-0.043281226,-0.774276933,-0.231753015,-0.671441695,
0.42,0.126122817,-1.441466711,,,,,,1.676,-0.616891312,-0.051216213,-0.737560827,-0.234740075,-0.756863804,
0.421,0.12467887,-1.446417354,,,,,,1.68,-0.680582152,-0.058876625,-0.700378862,-0.237578867,-0.826206037,
0.422,0.123230001,-1.451310895,,,,,,1.684,-0.735198717,-0.066038125,-0.662754522,-0.240267599,-0.87691977,
0.423,0.121776267,-1.456147141,,,,,,1.688,-0.794981514,-0.073350501,-0.624711572,-0.242804573,-0.918110734,
0.424,0.120317726,-1.460925901,,,,,,1.692,-0.856419271,-0.080666364,-0.586274041,-0.245188187,-0.947557513,
0.425,0.118854435,-1.465646985,,,,,,1.696,-0.912916576,-0.087677652,-0.547466207,-0.247416935,-0.961742165,
0.426,0.117386451,-1.470310209,,,,,,1.7,-0.970504871,-0.094446024,-0.508312581,-0.249489408,-0.961893448,
0.427,0.115913834,-1.474915387,,,,,,1.704,-1.021950183,-0.101101303,-0.468837895,-0.251404299,-0.949711919,
0.428,0.11443664,-1.479462338,,,,,,1.708,-1.079697627,-0.107636032,-0.42906708,-0.253160397,-0.92532715,
0.429,0.112954929,-1.483950883,,,,,,1.712,-1.132381581,-0.114127787,-0.389025257,-0.254756594,-0.889573065,
0.43,0.111468758,-1.488380843,,,,,,1.716,-1.184015436,-0.120471506,-0.348737718,-0.256191882,-0.841774356,
