closetime,closetheta,omega,,,,,,time,Cd,real_moment,omega,theta,Cip,-0.17722321
1.237,0.26092653,0.134211177,,,,,,,,,,0,,
1.238,0.26105559,0.123907629,,,,,,,,,,0,,
1.239,0.261174343,0.113599189,,,,,,,,,,0,,
1.24,0.261282787,0.103286265,,,,,,,,,,0,,
1.241,0.261380915,0.092969263,,,,,,,,,,0,,
1.242,0.261468724,0.082648591,,,,,,,,,,0,,
1.243,0.261546211,0.072324656,,,,,,,,,,0,,
1.244,0.261613372,0.061997865,,,,,,,,,,0,,
1.245,0.261670206,0.051668628,,,,,,,,,,0,,
1.246,0.261716709,0.04133735,,,,,,,,,,0,,
1.247,0.26175288,0.031004441,,,,,,,,,,0,,
1.248,0.261778717,0.020670307,,,,,,,,,,0,,
1.249,0.26179422,0.010335358,,,,,,,,,,0,,
1.25,0.261799388,5.04E-16,,,,,,,,,,0,,
1.251,0.26179422,-0.010335358,,,,,,,,,,0,,
1.252,0.261778717,-0.020670307,,,,,,,,,,0,,
1.253,0.26175288,-0.031004441,,,,,,,,,,0,,
1.254,0.261716709,-0.04133735,,,,,,,,,,0,,
1.255,0.261670206,-0.051668628,,,,,,,,,,0,,
1.256,0.261613372,-0.061997865,,,,,,,,,,0,,
1.257,0.261546211,-0.072324656,,,,,,,,,,0,,
1.258,0.261468724,-0.082648591,,,,,,,,,,0,,
1.259,0.261380915,-0.092969263,,,,,,,,,,0,,
1.26,0.261282787,-0.103286265,,,,,,,,,,0,,
1.261,0.261174343,-0.113599189,,,,,,,,,,0,,
1.262,0.26105559,-0.123907629,,,,,,,,,,0,,
1.263,0.26092653,-0.134211177,,,,,,,,,,0,,
1.264,0.260787169,-0.144509426,,,,,,,,,,0,,
1.265,0.260637513,-0.154801971,,,,,,,,,,0,,
1.266,0.260477567,-0.165088404,,,,,,,,,,0,,
1.267,0.260307338,-0.17536832,,,,,,,,,,0,,
1.268,0.260126833,-0.185641312,,,,,,,,,,0,,
1.269,0.259936058,-0.195906976,,,,,,,,,,0,,
1.27,0.259735021,-0.206164906,,,,,,,,,,0,,
1.271,0.259523731,-0.216414696,,,,,,,,,,0,,
1.272,0.259302195,-0.226655943,,,,,,,,,,0,,
1.273,0.259070422,-0.236888242,,,,,,,,,,0,,
1.274,0.258828422,-0.247111189,,,,,,,,,,0,,
1.275,0.258576203,-0.257324381,,,,,,,,,,0,,
1.276,0.258313776,-0.267527414,,,,,,,,,,0,,
1.277,0.258041152,-0.277719885,,,,,,,,,,0,,
1.278,0.25775834,-0.287901392,,,,,,,,,,0,,
1.279,0.257465353,-0.298071534,,,,,,,,,,0,,
1.28,0.257162201,-0.308229908,,,,,,,,,,0,,
1.281,0.256848897,-0.318376114,,,,,,,,,,0,,
1.282,0.256525453,-0.32850975,,,,,,,,,,0,,
1.283,0.256191882,-0.338630418,,,,,,,,,,0,,
1.284,0.255848196,-0.348737718,,,,,,,,,,0,,
1.285,0.255494411,-0.358831249,,,,,,,,,,0,,
1.286,0.255130539,-0.368910615,,,,,,,,,,0,,
1.287,0.254756594,-0.378975417,,,,,,,,,,0,,
1.288,0.254372593,-0.389025257,,,,,,,,,,0,,
1.289,0.253978549,-0.399059739,,,,,,,,,,0,,
1.29,0.253574479,-0.409078467,,,,,,,,,,0,,
1.291,0.253160397,-0.419081046,,,,,,,,,,0,,
1.292,0.252736322,-0.42906708,,,,,,,,,,0,,
1.293,0.252302269,-0.439036175,,,,,,,,,,0,,
1.294,0.251858255,-0.448987937,,,,,,,,,,0,,
1.295,0.251404299,-0.458921975,,,,,,,,,,0,,
1.296,0.250940418,-0.468837895,,,,,,,,,,0,,
1.297,0.250466629,-0.478735306,,,,,,,,,,0,,
1.298,0.249982953,-0.488613817,,,,,,,,,,0,,
1.299,0.249489408,-0.498473038,,,,,,,,,,0,,
1.3,0.248986014,-0.508312581,,,,,,,,,,0,,
1.301,0.24847279,-0.518132057,,,,,,,,,,0,,
1.302,0.247949756,-0.527931077,,,,,,,,,,0,,
1.303,0.247416935,-0.537709256,,,,,,,,,,0,,
1.304,0.246874345,-0.547466207,,,,,,,,,,0,,
1.305,0.246322009,-0.557201545,,,,,,,,,,0,,
1.306,0.245759949,-0.566914885,,,,,,,,,,0,,
1.307,0.245188187,-0.576605845,,,,,,,,,,0,,
1.308,0.244606745,-0.586274041,,,,,,,,,,0,,
1.309,0.244015647,-0.595919092,,,,,,,,,,0,,
1.31,0.243414915,-0.605540618,,,,,,,,,,0,,
1.311,0.242804573,-0.615138237,,,,,,,,,,0,,
1.312,0.242184646,-0.624711572,,,,,,,,,,0,,
1.313,0.241555158,-0.634260245,,,,,,,,,,0,,
1.314,0.240916134,-0.643783877,,,,,,,,,,0,,
1.315,0.240267599,-0.653282095,,,,,,,,,,0,,
1.316,0.239609579,-0.662754522,,,,,,,,,,0,,
1.317,0.238942099,-0.672200784,,,,,,,,,,0,,
1.318,0.238265186,-0.68162051,,,,,,,,,,0,,
1.319,0.237578867,-0.691013326,,,,,,,,,,0,,
1.32,0.236883168,-0.700378862,,,,,,,,,,0,,
1.321,0.236178118,-0.709716748,,,,,,,,,,0,,
1.322,0.235463744,-0.719026616,,,,,,,,,,0,,
1.323,0.234740075,-0.728308098,,,,,,,,,,0,,
1.324,0.234007138,-0.737560827,,,,,,,,,,0,,
1.325,0.233264963,-0.746784439,,,,,,,,,,0,,
1.326,0.232513579,-0.755978569,,,,,,,,,,0,,
1.327,0.231753015,-0.765142855,,,,,,,,,,0,,
1.328,0.230983303,-0.774276933,,,,,,,,,,0,,
1.329,0.230204472,-0.783380445,,,,,,,,,,0,,
1.33,0.229416552,-0.79245303,,,,,,,,,,0,,
1.331,0.228619576,-0.801494331,,,,,,,,,,0,,
1.332,0.227813574,-0.81050399,,,,,,,,,,0,,
1.333,0.226998579,-0.819481651,,,,,,,,,,0,,
1.334,0.226174622,-0.828426961,,,,,,,,,,0,,
1.335,0.225341736,-0.837339566,,,,,,,,,,0,,
1.336,0.224499954,-0.846219114,,,,,,,,,,0,,
1.337,0.223649309,-0.855065255,,,,,,,,,,0,,
1.338,0.222789834,-0.86387764,,,,,,,,,,0,,
1.339,0.221921565,-0.87265592,,,,,,,,,,0,,
1.34,0.221044534,-0.881399749,,,,,,,,,,0,,
1.341,0.220158777,-0.890108782,,,,,,,,,,0,,
1.342,0.219264328,-0.898782675,,,,,,,,,,0,,
1.343,0.218361223,-0.907421085,,,,,,,,,,0,,
1.344,0.217449498,-0.916023673,,,,,,,,,,0,,
1.345,0.216529188,-0.924590097,,,,,,,,,,0,,
1.346,0.21560033,-0.933120019,,,,,,,,,,0,,
1.347,0.21466296,-0.941613104,,,,,,,,,,0,,
1.348,0.213717116,-0.950069016,,,,,,,,,,0,,
1.349,0.212762835,-0.95848742,,,,,,,,,,0,,
1.35,0.211800154,-0.966867985,,,,,,,,,,0,,
1.351,0.210829111,-0.97521038,,,,,,,,,,0,,
1.352,0.209849746,-0.983514275,,,,,,,,,,0,,
1.353,0.208862096,-0.991779343,,,,,,,,,,0,,
1.354,0.2078662,-1.000005257,,,,,,,,,,0,,
1.355,0.206862099,-1.008191692,,,,,,,,,,0,,
1.356,0.20584983,-1.016338326,,,,,,,,,,0,,
1.357,0.204829435,-1.024444837,,,,,,,,,,0,,
1.358,0.203800954,-1.032510904,,,,,,,,,,0,,
1.359,0.202764427,-1.040536209,,,,,,,,,,0,,
1.36,0.201719895,-1.048520436,,,,,,,,,,0,,
1.361,0.2006674,-1.056463269,,,,,,,,,,0,,
1.362,0.199606983,-1.064364394,,,,,,,,,,0,,
1.363,0.198538685,-1.072223501,,,,,,,,,,0,,
1.364,0.19746255,-1.080040277,,,,,,,,,,0,,
1.365,0.196378619,-1.087814416,,,,,,,,,,0,,
1.366,0.195286935,-1.09554561,,,,,,,,,,0,,
1.367,0.194187542,-1.103233553,,,,,,,,,,0,,
1.368,0.193080483,-1.110877943,,,,,,,,,,0,,
1.369,0.191965801,-1.118478477,,,,,,,,,,0,,
1.37,0.19084354,-1.126034855,,,,,,,,,,0,,
1.371,0.189713746,-1.133546779,,,,,,,,,,0,,
1.372,0.188576462,-1.141013953,,,,,,,,,,0,,
1.373,0.187431733,-1.148436082,,,,,,,,,,0,,
1.374,0.186279605,-1.155812872,,,,,,,,,,0,,
1.375,0.185120122,-1.163144033,,,,,,,,,,0,,
1.376,0.183953332,-1.170429275,,,,,,,,,,0,,
1.377,0.182779279,-1.177668311,,,,,,,,,,0,,
1.378,0.181598011,-1.184860854,,,,,,,,,,0,,
1.379,0.180409573,-1.19200662,,,,,,,,,,0,,
1.38,0.179214013,-1.199105329,,,,,,,,,,0,,
1.381,0.178011378,-1.206156699,,,,,,,,,,0,,
1.382,0.176801716,-1.213160451,,,,,,,,,,0,,
1.383,0.175585073,-1.220116311,,,,,,,,,,0,,
1.384,0.174361499,-1.227024002,,,,,,,,,,0,,
1.385,0.173131041,-1.233883252,,,,,,,,,,0,,
1.386,0.171893749,-1.240693791,,,,,,,,,,0,,
1.387,0.17064967,-1.247455349,,,,,,,,,,0,,
1.388,0.169398855,-1.25416766,,,,,,,,,,0,,
1.389,0.168141351,-1.260830459,,,,,,,,,,0,,
1.39,0.16687721,-1.267443482,,,,,,,,,,0,,
1.391,0.165606481,-1.274006469,,,,,,,,,,0,,
1.392,0.164329214,-1.28051916,,,,,,,,,,0,,
1.393,0.16304546,-1.286981298,,,,,,,,,,0,,
1.394,0.161755268,-1.293392628,,,,,,,,,,0,,
1.395,0.160458691,-1.299752898,,,,,,,,,,0,,
1.396,0.15915578,-1.306061855,,,,,,,,,,0,,
1.397,0.157846585,-1.312319252,,,,,,,,,,0,,
1.398,0.156531159,-1.31852484,,,,,,,,,,0,,
1.399,0.155209553,-1.324678376,,,,,,,,,,0,,
1.4,0.153881819,-1.330779615,,,,,,,,,,0,,
1.401,0.152548011,-1.336828317,,,,,,,,,,0,,
1.402,0.15120818,-1.342824244,,,,,,,,,,0,,
1.403,0.14986238,-1.348767158,,,,,,,,,,0,,
1.404,0.148510664,-1.354656825,,,,,,,,,,0,,
1.405,0.147153084,-1.360493013,,,,,,,,,,0,,
1.406,0.145789695,-1.36627549,,,,,,,,,,0,,
1.407,0.144420551,-1.37200403,,,,,,,,,,0,,
1.408,0.143045705,-1.377678405,,,,,,,,,,0,,
1.409,0.141665213,-1.383298392,,,,,,,,,,0,,
1.41,0.140279127,-1.388863768,,,,,,,,,,0,,
1.411,0.138887503,-1.394374315,,,,,,,,,,0,,
1.412,0.137490397,-1.399829814,,,,,,,,,,0,,
1.413,0.136087862,-1.40523005,,,,,,,,,,0,,
1.414,0.134679955,-1.41057481,,,,,,,,,,0,,
1.415,0.133266731,-1.415863883,,,,,,,,,,0,,
1.416,0.131848246,-1.42109706,,,,,,,,,,0,,
1.417,0.130424556,-1.426274135,,,,,,,,,,0,,
1.418,0.128995716,-1.431394902,,,,,,,,,,0,,
1.419,0.127561785,-1.436459161,,,,,,,,,,0,,
1.42,0.126122817,-1.441466711,,,,,,,,,,0,,
1.421,0.12467887,-1.446417354,,,,,,,,,,0,,
1.422,0.123230001,-1.451310895,,,,,,,,,,0,,
1.423,0.121776267,-1.456147141,,,,,,,,,,0,,
1.424,0.120317726,-1.460925901,,,,,,,,,,0,,
1.425,0.118854435,-1.465646985,,,,,,,,,,0,,
1.426,0.117386451,-1.470310209,,,,,,,,,,0,,
1.427,0.115913834,-1.474915387,,,,,,,,,,0,,
1.428,0.11443664,-1.479462338,,,,,,,,,,0,,
1.429,0.112954929,-1.483950883,,,,,,,,,,0,,
1.43,0.111468758,-1.488380843,,,,,,,,,,0,,
1.431,0.109978187,-1.492752045,,,,,,,,,,0,,
1.432,0.108483273,-1.497064316,,,,,,,,,,0,,
1.433,0.106984078,-1.501317485,,,,,,,,,,0,,
1.434,0.105480658,-1.505511384,,,,,,,,,,0,,
1.435,0.103973075,-1.509645849,,,,,,,,,,0,,
1.436,0.102461386,-1.513720715,,,,,,,,,,0,,
1.437,0.100945653,-1.517735822,,,,,,,,,,0,,
1.438,0.099425935,-1.521691012,,,,,,,,,,0,,
1.439,0.097902291,-1.525586128,,,,,,,,,,0,,
1.44,0.096374783,-1.529421016,,,,,,,,,,0,,
1.441,0.094843469,-1.533195526,,,,,,,,,,0,,
1.442,0.093308412,-1.536909507,,,,,,,,,,0,,
1.443,0.09176967,-1.540562814,,,,,,,,,,0,,
1.444,0.090227306,-1.544155302,,,,,,,,,,0,,
1.445,0.08868138,-1.54768683,,,,,,,,,,0,,
1.446,0.087131953,-1.551157257,,,,,,,,,,0,,
1.447,0.085579086,-1.554566448,,,,,,,,,,0,,
1.448,0.084022841,-1.557914267,,,,,,,,,,0,,
1.449,0.082463278,-1.561200582,,,,,,,,,,0,,
1.45,0.08090046,-1.564425263,,,,,,,,,,0,,
1.451,0.079334448,-1.567588184,,,,,,,,,,0,,
1.452,0.077765304,-1.570689219,,,,,,,,,,0,,
1.453,0.07619309,-1.573728246,,,,,,,,,,0,,
1.454,0.074617868,-1.576705145,,,,,,,,,,0,,
1.455,0.073039701,-1.579619798,,,,,,,,,,0,,
1.456,0.07145865,-1.58247209,,,,,,,,,,0,,
1.457,0.069874777,-1.585261909,,,,,,,,,,0,,
1.458,0.068288147,-1.587989145,,,,,,,,,,0,,
1.459,0.06669882,-1.59065369,,,,,,,,,,0,,
1.46,0.06510686,-1.593255438,,,,,,,,,,0,,
1.461,0.06351233,-1.595794288,,,,,,,,,,0,,
1.462,0.061915293,-1.598270138,,,,,,,,,,0,,
1.463,0.060315811,-1.600682891,,,,,,,,,,0,,
1.464,0.058713948,-1.603032452,,,,,,,,,,0,,
1.465,0.057109767,-1.605318728,,,,,,,,,,0,,
1.466,0.055503332,-1.607541629,,,,,,,,,,0,,
1.467,0.053894705,-1.609701067,,,,,,,,,,0,,
1.468,0.052283951,-1.611796956,,,,,,,,,,0,,
1.469,0.050671132,-1.613829215,,,,,,,,,,0,,
1.47,0.049056313,-1.615797762,,,,,,,,,,0,,
1.471,0.047439558,-1.617702521,,,,,,,,,,0,,
1.472,0.04582093,-1.619543415,,,,,,,,,,0,,
1.473,0.044200492,-1.621320372,,,,,,,,,,0,,
1.474,0.04257831,-1.623033323,,,,,,,,,,0,,
1.475,0.040954447,-1.624682199,,,,,,,,,,0,,
1.476,0.039328967,-1.626266935,,,,,,,,,,0,,
1.477,0.037701935,-1.627787469,,,,,,,,,,0,,
1.478,0.036073414,-1.629243741,,,,,,,,,,0,,
1.479,0.034443469,-1.630635693,,,,,,,,,,0,,
1.48,0.032812164,-1.63196327,,,,,,,,,,0,,
1.481,0.031179564,-1.633226421,,,,,,,,,,0,,
1.482,0.029545732,-1.634425094,,,,,,,,,,0,,
1.483,0.027910735,-1.635559243,,,,,,,,,,0,,
1.484,0.026274636,-1.636628823,,,,,,,,,,0,,
1.485,0.024637499,-1.637633791,,,,,,,,,,0,,
1.486,0.022999389,-1.638574109,,,,,,,,,,0,,
1.487,0.021360372,-1.639449738,,,,,,,,,,0,,
1.488,0.019720512,-1.640260645,,,,,,,,,,0,,
1.489,0.018079872,-1.641006797,,,,,,,,,,0,,
1.49,0.01643852,-1.641688165,,,,,,,,,,0,,
1.491,0.014796518,-1.642304722,,,,,,,,,,0,,
1.492,0.013153932,-1.642856444,,,,,,,,,,0,,
1.493,0.011510826,-1.643343308,,,,,,,,,,0,,
1.494,0.009867267,-1.643765296,,,,,,,,,,0,,
1.495,0.008223317,-1.644122391,,,,,,,,,,0,,
1.496,0.006579044,-1.644414579,,,,,,,,,,0,,
1.497,0.00493451,-1.644641848,,,,,,,,,,0,,
1.498,0.003289782,-1.64480419,,,,,,,,,,0,,
1.499,0.001644923,-1.644901597,,,,,,,,,,0,,
1.5,9.62E-17,-1.644934067,,,,,,,,,,0,,
1.501,-0.001644923,-1.644901597,,,,,,,,,,0,,
1.502,-0.003289782,-1.64480419,,,,,,,,,,0,,
1.503,-0.00493451,-1.644641848,,,,,,,,,,0,,
1.504,-0.006579044,-1.644414579,,,,,,,,,,0,,
1.505,-0.008223317,-1.644122391,,,,,,,,,,0,,
1.506,-0.009867267,-1.643765296,,,,,,,,,,0,,
1.507,-0.011510826,-1.643343308,,,,,,,,,,0,,
1.508,-0.013153932,-1.642856444,,,,,,,,,,0,,
1.509,-0.014796518,-1.642304722,,,,,,,,,,0,,
1.51,-0.01643852,-1.641688165,,,,,,,,,,0,,
1.511,-0.018079872,-1.641006797,,,,,,,,,,0,,
1.512,-0.019720512,-1.640260645,,,,,,,,,,0,,
1.513,-0.021360372,-1.639449738,,,,,,,,,,0,,
1.514,-0.022999389,-1.638574109,,,,,,,,,,0,,
1.515,-0.024637499,-1.637633791,,,,,,,,,,0,,
1.516,-0.026274636,-1.636628823,,,,,,,,,,0,,
1.517,-0.027910735,-1.635559243,,,,,,,,,,0,,
1.518,-0.029545732,-1.634425094,,,,,,,,,,0,,
1.519,-0.031179564,-1.633226421,,,,,,,,,,0,,
1.52,-0.032812164,-1.63196327,,,,,,,,,,0,,
1.521,-0.034443469,-1.630635693,,,,,,,,,,0,,
1.522,-0.036073414,-1.629243741,,,,,,,,,,0,,
1.523,-0.037701935,-1.627787469,,,,,,,,,,0,,
1.524,-0.039328967,-1.626266935,,,,,,,,,,0,,
1.525,-0.040954447,-1.624682199,,,,,,,,,,0,,
1.526,-0.04257831,-1.623033323,,,,,,,,,,0,,
1.527,-0.044200492,-1.621320372,,,,,,,,,,0,,
1.528,-0.04582093,-1.619543415,,,,,,,,,,0,,
1.529,-0.047439558,-1.617702521,,,,,,,,,,0,,
1.53,-0.049056313,-1.615797762,,,,,,,,,,0,,
1.531,-0.050671132,-1.613829215,,,,,,,,,,0,,
1.532,-0.052283951,-1.611796956,,,,,,,,,,0,,
1.533,-0.053894705,-1.609701067,,,,,,,,,,0,,
1.534,-0.055503332,-1.607541629,,,,,,,,,,0,,
1.535,-0.057109767,-1.605318728,,,,,,,,,,0,,
1.536,-0.058713948,-1.603032452,,,,,,,,,,0,,
1.537,-0.060315811,-1.600682891,,,,,,,,,,0,,
1.538,-0.061915293,-1.598270138,,,,,,,,,,0,,
1.539,-0.06351233,-1.595794288,,,,,,,,,,0,,
1.54,-0.06510686,-1.593255438,,,,,,,,,,0,,
1.541,-0.06669882,-1.59065369,,,,,,,,,,0,,
1.542,-0.068288147,-1.587989145,,,,,,,,,,0,,
1.543,-0.069874777,-1.585261909,,,,,,,,,,0,,
1.544,-0.07145865,-1.58247209,,,,,,,,,,0,,
1.545,-0.073039701,-1.579619798,,,,,,,,,,0,,
1.546,-0.074617868,-1.576705145,,,,,,,,,,0,,
1.547,-0.07619309,-1.573728246,,,,,,,,,,0,,
1.548,-0.077765304,-1.570689219,,,,,,,,,,0,,
1.549,-0.079334448,-1.567588184,,,,,,,,,,0,,
1.55,-0.08090046,-1.564425263,,,,,,,,,,0,,
1.551,-0.082463278,-1.561200582,,,,,,,,,,0,,
1.552,-0.084022841,-1.557914267,,,,,,,,,,0,,
1.553,-0.085579086,-1.554566448,,,,,,,,,,0,,
1.554,-0.087131953,-1.551157257,,,,,,,,,,0,,
1.555,-0.08868138,-1.54768683,,,,,,,,,,0,,
1.556,-0.090227306,-1.544155302,,,,,,,,,,0,,
1.557,-0.09176967,-1.540562814,,,,,,,,,,0,,
1.558,-0.093308412,-1.536909507,,,,,,,,,,0,,
1.559,-0.094843469,-1.533195526,,,,,,,,,,0,,
1.56,-0.096374783,-1.529421016,,,,,,,,,,0,,
1.561,-0.097902291,-1.525586128,,,,,,,,,,0,,
1.562,-0.099425935,-1.521691012,,,,,,,,,,0,,
1.563,-0.100945653,-1.517735822,,,,,,,,,,0,,
1.564,-0.102461386,-1.513720715,,,,,,,,,,0,,
1.565,-0.103973075,-1.509645849,,,,,,,,,,0,,
1.566,-0.105480658,-1.505511384,,,,,,,,,,0,,
1.567,-0.106984078,-1.501317485,,,,,,,,,,0,,
1.568,-0.108483273,-1.497064316,,,,,,,,,,0,,
1.569,-0.109978187,-1.492752045,,,,,,,,,,0,,
1.57,-0.111468758,-1.488380843,,,,,,,,,,0,,
1.571,-0.112954929,-1.483950883,,,,,,,,,,0,,
1.572,-0.11443664,-1.479462338,,,,,,,,,,0,,
1.573,-0.115913834,-1.474915387,,,,,,,,,,0,,
1.574,-0.117386451,-1.470310209,,,,,,,,,,0,,
1.575,-0.118854435,-1.465646985,,,,,,,,,,0,,
1.576,-0.120317726,-1.460925901,,,,,,,,,,0,,
1.577,-0.121776267,-1.456147141,,,,,,,,,,0,,
1.578,-0.123230001,-1.451310895,,,,,,,,,,0,,
1.579,-0.12467887,-1.446417354,,,,,,,,,,0,,
1.58,-0.126122817,-1.441466711,,,,,,,,,,0,,
1.581,-0.127561785,-1.436459161,,,,,,,,,,0,,
1.582,-0.128995716,-1.431394902,,,,,,,,,,0,,
1.583,-0.130424556,-1.426274135,,,,,,,,,,0,,
1.584,-0.131848246,-1.42109706,,,,,,,,,,0,,
1.585,-0.133266731,-1.415863883,,,,,,,,,,0,,
1.586,-0.134679955,-1.41057481,,,,,,,,,,0,,
1.587,-0.136087862,-1.40523005,,,,,,,,,,0,,
1.588,-0.137490397,-1.399829814,,,,,,,,,,0,,
1.589,-0.138887503,-1.394374315,,,,,,,,,,0,,
1.59,-0.140279127,-1.388863768,,,,,,,,,,0,,
1.591,-0.141665213,-1.383298392,,,,,,,,,,0,,
1.592,-0.143045705,-1.377678405,,,,,,,,,,0,,
1.593,-0.144420551,-1.37200403,,,,,,,,,,0,,
1.594,-0.145789695,-1.36627549,,,,,,,,,,0,,
1.595,-0.147153084,-1.360493013,,,,,,,,,,0,,
1.596,-0.148510664,-1.354656825,,,,,,,,,,0,,
1.597,-0.14986238,-1.348767158,,,,,,,,,,0,,
1.598,-0.15120818,-1.342824244,,,,,,,,,,0,,
1.599,-0.152548011,-1.336828317,,,,,,,,,,0,,
1.6,-0.153881819,-1.330779615,,,,,,,,,,0,,
1.601,-0.155209553,-1.324678376,,,,,,,,,,0,,
1.602,-0.156531159,-1.31852484,,,,,,,,,,0,,
1.603,-0.157846585,-1.312319252,,,,,,,,,,0,,
1.604,-0.15915578,-1.306061855,,,,,,,,,,0,,
1.605,-0.160458691,-1.299752898,,,,,,,,,,0,,
1.606,-0.161755268,-1.293392628,,,,,,,,,,0,,
1.607,-0.16304546,-1.286981298,,,,,,,,,,0,,
1.608,-0.164329214,-1.28051916,,,,,,,,,,0,,
1.609,-0.165606481,-1.274006469,,,,,,,,,,0,,
1.61,-0.16687721,-1.267443482,,,,,,,,,,0,,
1.611,-0.168141351,-1.260830459,,,,,,,,,,0,,
1.612,-0.169398855,-1.25416766,,,,,,,,,,0,,
1.613,-0.17064967,-1.247455349,,,,,,,,,,0,,
1.614,-0.171893749,-1.240693791,,,,,,,,,,0,,
1.615,-0.173131041,-1.233883252,,,,,,,,,,0,,
1.616,-0.174361499,-1.227024002,,,,,,,,,,0,,
1.617,-0.175585073,-1.220116311,,,,,,,,,,0,,
1.618,-0.176801716,-1.213160451,,,,,,,,,,0,,
1.619,-0.178011378,-1.206156699,,,,,,,,,,0,,
1.62,-0.179214013,-1.199105329,,,,,,,,,,0,,
1.621,-0.180409573,-1.19200662,,,,,,,,,,0,,
1.622,-0.181598011,-1.184860854,,,,,,,,,,0,,
1.623,-0.182779279,-1.177668311,,,,,,,,,,0,,
1.624,-0.183953332,-1.170429275,,,,,,,,,,0,,
1.625,-0.185120122,-1.163144033,,,,,,,,,,0,,
1.626,-0.186279605,-1.155812872,,,,,,,,,,0,,
1.627,-0.187431733,-1.148436082,,,,,,,,,,0,,
1.628,-0.188576462,-1.141013953,,,,,,,,,,0,,
1.629,-0.189713746,-1.133546779,,,,,,,,,,0,,
1.63,-0.19084354,-1.126034855,,,,,,,,,,0,,
1.631,-0.191965801,-1.118478477,,,,,,,,,,0,,
1.632,-0.193080483,-1.110877943,,,,,,,,,,0,,
1.633,-0.194187542,-1.103233553,,,,,,,,,,0,,
1.634,-0.195286935,-1.09554561,,,,,,,,,,0,,
1.635,-0.196378619,-1.087814416,,,,,,,,,,0,,
1.636,-0.19746255,-1.080040277,,,,,,,,,,0,,
1.637,-0.198538685,-1.072223501,,,,,,,,,,0,,
1.638,-0.199606983,-1.064364394,,,,,,,,,,0,,
1.639,-0.2006674,-1.056463269,,,,,,,,,,0,,
1.64,-0.201719895,-1.048520436,,,,,,,,,,0,,
1.641,-0.202764427,-1.040536209,,,,,,,,,,0,,
1.642,-0.203800954,-1.032510904,,,,,,,,,,0,,
1.643,-0.204829435,-1.024444837,,,,,,,,,,0,,
1.644,-0.20584983,-1.016338326,,,,,,,,,,0,,
1.645,-0.206862099,-1.008191692,,,,,,,,,,0,,
1.646,-0.2078662,-1.000005257,,,,,,,,,,0,,
1.647,-0.208862096,-0.991779343,,,,,,,,,,0,,
1.648,-0.209849746,-0.983514275,,,,,,,,,,0,,
1.649,-0.210829111,-0.97521038,,,,,,,,,,0,,
1.65,-0.211800154,-0.966867985,,,,,,,,,,0,,
1.651,-0.212762835,-0.95848742,,,,,,,,,,0,,
1.652,-0.213717116,-0.950069016,,,,,,,,,,0,,
1.653,-0.21466296,-0.941613104,,,,,,,,,,0,,
1.654,-0.21560033,-0.933120019,,,,,,,,,,0,,
1.655,-0.216529188,-0.924590097,,,,,,,,,,0,,
1.656,-0.217449498,-0.916023673,,,,,,,,,,0,,
1.657,-0.218361223,-0.907421085,,,,,,,,,,0,,
1.658,-0.219264328,-0.898782675,,,,,,,,,,0,,
1.659,-0.220158777,-0.890108782,,,,,,,,,,0,,
1.66,-0.221044534,-0.881399749,,,,,,,,,,0,,
1.661,-0.221921565,-0.87265592,,,,,,,,,,0,,
1.662,-0.222789834,-0.86387764,,,,,,,,,,0,,
1.663,-0.223649309,-0.855065255,,,,,,,,,,0,,
1.664,-0.224499954,-0.846219114,,,,,,,,,,0,,
1.665,-0.225341736,-0.837339566,,,,,,,,,,0,,
1.666,-0.226174622,-0.828426961,,,,,,,,,,0,,
1.667,-0.226998579,-0.819481651,,,,,,,,,,0,,
1.668,-0.227813574,-0.81050399,,,,,,,,,,0,,
1.669,-0.228619576,-0.801494331,,,,,,,,,,0,,
1.67,-0.229416552,-0.79245303,,,,,,,,,,0,,
1.671,-0.230204472,-0.783380445,,,,,,,,,,0,,
1.672,-0.230983303,-0.774276933,,,,,,,,,,0,,
1.673,-0.231753015,-0.765142855,,,,,,,,,,0,,
1.674,-0.232513579,-0.755978569,,,,,,,,,,0,,
1.675,-0.233264963,-0.746784439,,,,,,,,,,0,,
1.676,-0.234007138,-0.737560827,,,,,,,,,,0,,
1.677,-0.234740075,-0.728308098,,,,,,,,,,0,,
1.678,-0.235463744,-0.719026616,,,,,,,,,,0,,
1.679,-0.236178118,-0.709716748,,,,,,,,,,0,,
1.68,-0.236883168,-0.700378862,,,,,,,,,,0,,
1.681,-0.237578867,-0.691013326,,,,,,,,,,0,,
1.682,-0.238265186,-0.68162051,,,,,,,,,,0,,
1.683,-0.238942099,-0.672200784,,,,,,,,,,0,,
1.684,-0.239609579,-0.662754522,,,,,,,,,,0,,
1.685,-0.240267599,-0.653282095,,,,,,,,,,0,,
1.686,-0.240916134,-0.643783877,,,,,,,,,,0,,
1.687,-0.241555158,-0.634260245,,,,,,,,,,0,,
1.688,-0.242184646,-0.624711572,,,,,,,,,,0,,
1.689,-0.242804573,-0.615138237,,,,,,,,,,0,,
1.69,-0.243414915,-0.605540618,,,,,,,,,,0,,
1.691,-0.244015647,-0.595919092,,,,,,,,,,0,,
1.692,-0.244606745,-0.586274041,,,,,,,,,,0,,
1.693,-0.245188187,-0.576605845,,,,,,,,,,0,,
1.694,-0.245759949,-0.566914885,,,,,,,,,,0,,
1.695,-0.246322009,-0.557201545,,,,,,,,,,0,,
