time,forcex,moment,Cd,theta,omega,Cip,real_moment
3.352,-0.166630404,-0.045011403,-0.333861759,-0.237991786,-0.548304709,-0.302874737,-0.027569484
3.356,-0.177800063,-0.050766892,-0.35624136,-0.240136753,-0.524142924,-0.326549349,-0.031094721
3.36,-0.194325936,-0.057114579,-0.389352707,-0.242184646,-0.499769258,-0.350295892,-0.03498268
3.364,-0.211344801,-0.063611477,-0.423451816,-0.244134638,-0.475193562,-0.370957839,-0.03896203
3.368,-0.225982072,-0.069599243,-0.452779147,-0.245985939,-0.450425771,-0.384721336,-0.042629537
3.372,-0.240985181,-0.075521007,-0.482839473,-0.247737801,-0.425475897,-0.394331306,-0.046256617
3.376,-0.25707129,-0.081467818,-0.515069705,-0.249389517,-0.400354027,-0.400266101,-0.049899039
3.38,-0.268998945,-0.086917607,-0.538968032,-0.250940418,-0.375070316,-0.400072755,-0.053237034
3.384,-0.283572091,-0.09240334,-0.568166883,-0.252389877,-0.349634984,-0.396479808,-0.056597046
3.388,-0.299288692,-0.098078686,-0.599656767,-0.253737309,-0.324058314,-0.390046451,-0.060073195
3.392,-0.312939723,-0.103513057,-0.62700806,-0.254982169,-0.298350644,-0.379001245,-0.063401747
3.396,-0.326891816,-0.109013708,-0.654962565,-0.256123953,-0.272522368,-0.364587512,-0.066770896
3.4,-0.340953347,-0.114430405,-0.68313634,-0.257162201,-0.246583926,-0.346277859,-0.070088623
3.404,-0.354204426,-0.119723182,-0.709686287,-0.258096492,-0.220545804,-0.324037723,-0.073330449
3.408,-0.367906958,-0.125068613,-0.73714077,-0.258926448,-0.194418527,-0.298403907,-0.076604525
3.412,-0.380914766,-0.130344098,-0.763203297,-0.259651735,-0.168212657,-0.269072036,-0.07983576
3.416,-0.3934998,-0.135453021,-0.788418754,-0.260272059,-0.141938788,-0.235943659,-0.082964975
3.42,-0.406370967,-0.140735555,-0.814207507,-0.260787169,-0.115607541,-0.199668023,-0.086200528
3.424,-0.418524866,-0.145967094,-0.838559138,-0.261196857,-0.08922956,-0.159838809,-0.089404845
3.428,-0.430743698,-0.151206274,-0.863040869,-0.261500957,-0.062815508,-0.116561523,-0.092613843
3.432,-0.442842266,-0.156401083,-0.887281639,-0.261699347,-0.036376064,-0.069819057,-0.095795663
3.436,-0.454913295,-0.161687475,-0.911467231,-0.261791946,-0.009921915,-0.019687491,-0.099033578
3.44,-0.466750333,-0.166959685,-0.935183997,-0.261778717,0.016536246,0.033881845,-0.102262807
3.444,-0.478361055,-0.172236787,-0.958447315,-0.261659665,0.042987721,0.090863374,-0.105495032
3.448,-0.489711506,-0.177504696,-0.981189153,-0.261434839,0.069421819,0.151225267,-0.108721626
3.452,-0.501043251,-0.182761845,-1.00389351,-0.261104328,0.095827854,0.214929395,-0.11194163
3.456,-0.511771618,-0.188021158,-1.025388936,-0.260668267,0.12219515,0.28195462,-0.115162959
3.46,-0.522247109,-0.193333602,-1.046377699,-0.260126833,0.14851305,0.352363148,-0.118416831
3.464,-0.532892945,-0.198604209,-1.067707764,-0.259480243,0.174770914,0.425967169,-0.121645078
3.468,-0.542231764,-0.203672317,-1.086419082,-0.25872876,0.200958127,0.502291817,-0.124749294
3.472,-0.551942057,-0.208947116,-1.105874688,-0.257872686,0.227064105,0.582241809,-0.127980108
3.476,-0.561114031,-0.214080615,-1.124251716,-0.256912369,0.253078292,0.664891471,-0.131124377
3.48,-0.570094512,-0.21945901,-1.142245066,-0.255848196,0.278990174,0.751382105,-0.134418644
3.484,-0.578772009,-0.22472912,-1.159631355,-0.254680598,0.304789275,0.840577104,-0.137646586
3.488,-0.586417342,-0.229944873,-1.174949593,-0.253410047,0.330465167,0.932541019,-0.140841235
3.492,-0.595181484,-0.235156037,-1.192509486,-0.252037055,0.35600747,1.027386291,-0.144033073
3.496,-0.602485285,-0.240307803,-1.207143428,-0.250562179,0.381405858,1.124795978,-0.147188529
3.5,-0.608755378,-0.245502838,-1.219706227,-0.248986014,0.406650065,1.225168679,-0.150370488
3.504,-0.616491663,-0.251006611,-1.235206698,-0.247309197,0.431729885,1.329890233,-0.153741549
3.508,-0.621599,-0.256032551,-1.245439792,-0.245532407,0.456635181,1.434772602,-0.156819937
3.512,-0.626254178,-0.260768176,-1.254766937,-0.243656362,0.481355884,1.540420881,-0.159720508
3.516,-0.631258953,-0.265785974,-1.264794535,-0.24168182,0.505882001,1.650060278,-0.162793909
3.52,-0.636279894,-0.271181741,-1.274854527,-0.239609579,0.530203617,1.764499966,-0.166098816
3.524,-0.640978055,-0.276306371,-1.284267792,-0.237440477,0.554310902,1.879588771,-0.169237652
3.528,-0.644142093,-0.281597586,-1.290607279,-0.23517539,0.578194108,1.998117907,-0.172478521
3.532,-0.646819819,-0.286271371,-1.295972389,-0.232815235,0.601843583,2.114365554,-0.175341215
3.536,-0.650652052,-0.291573529,-1.303650675,-0.230360966,0.625249764,2.23727904,-0.178588787
3.54,-0.652903541,-0.29660679,-1.308161774,-0.227813574,0.648403192,2.360177994,-0.181671659
3.544,-0.65295168,-0.300757768,-1.308258225,-0.22517409,0.671294505,2.47769856,-0.184214133
3.548,-0.654615334,-0.305996358,-1.311591533,-0.22244358,0.693914451,2.605797801,-0.18742277
3.552,-0.654607838,-0.310920694,-1.311576514,-0.219623148,0.716253885,2.732971751,-0.190438925
3.556,-0.654660599,-0.315396796,-1.311682227,-0.216713935,0.738303777,2.857662204,-0.193180538
3.56,-0.651587783,-0.319346728,-1.305525512,-0.213717116,0.760055213,2.978695685,-0.195599871
3.564,-0.651509871,-0.324730483,-1.305369406,-0.210633903,0.7814994,3.114370162,-0.198897421
3.568,-0.649251679,-0.329155093,-1.300844879,-0.207465542,0.802627669,3.242150942,-0.201607495
3.572,-0.645042052,-0.332846413,-1.292410443,-0.204213314,0.82343148,3.363487906,-0.203868428
3.576,-0.640038555,-0.336914358,-1.282385403,-0.200878534,0.843902423,3.489235446,-0.206360044
3.58,-0.636205859,-0.341580512,-1.27470619,-0.19746255,0.864032222,3.621942462,-0.209218064
3.584,-0.631945774,-0.345001756,-1.266170655,-0.193966742,0.88381274,3.741968145,-0.211313575
3.588,-0.625430621,-0.349580931,-1.253116852,-0.190392524,0.903235981,3.874962349,-0.21411832
3.592,-0.619057536,-0.352083494,-1.240347697,-0.186741341,0.922294092,3.985048542,-0.21565114
3.596,-0.612816145,-0.358001728,-1.227842407,-0.183014669,0.940979371,4.13412638,-0.219276059
3.6,-0.603624597,-0.360016175,-1.209426161,-0.179214013,0.959284263,4.238262546,-0.220509907
3.604,-0.594948554,-0.363908942,-1.192042784,-0.175340912,0.977201369,4.364106266,-0.222894227
3.608,-0.587960795,-0.368164451,-1.178042065,-0.171396929,0.994723446,4.494306943,-0.225500726
3.612,-0.575319319,-0.368122216,-1.152713523,-0.16738366,1.01184341,4.571133003,-0.225474857
3.616,-0.564674108,-0.371208051,-1.131384708,-0.163302727,1.028554341,4.685577785,-0.227364931
3.62,-0.553349926,-0.374867794,-1.108695504,-0.15915578,1.044849484,4.806737285,-0.229606524
3.624,-0.542198979,-0.376643243,-1.086353394,-0.154944494,1.060722252,4.902870059,-0.230693986
3.628,-0.529292064,-0.379414436,-1.060493016,-0.150670573,1.076166227,5.010853809,-0.232391342
3.632,-0.517109294,-0.381461888,-1.036083539,-0.146335745,1.091175167,5.108155994,-0.233645407
3.636,-0.503676294,-0.379255675,-1.009169092,-0.14194176,1.105743005,5.146415087,-0.232294101
3.64,-0.488418075,-0.386177297,-0.978597625,-0.137490397,1.119863851,5.307261509,-0.236533594
3.644,-0.474841154,-0.384220863,-0.951394818,-0.132983453,1.133531997,5.34482205,-0.235335279
3.648,-0.458385503,-0.386284555,-0.918424169,-0.128422752,1.146741919,5.436151541,-0.23659929
3.652,-0.443848963,-0.388800682,-0.889298663,-0.123810136,1.159488275,5.532378722,-0.238140418
3.656,-0.426875547,-0.388905263,-0.855290618,-0.11914747,1.171765913,5.592464086,-0.238204474
3.66,-0.410425155,-0.389271067,-0.822330505,-0.11443664,1.183569871,5.654113858,-0.238428529
3.664,-0.394764672,-0.389999507,-0.790953059,-0.109679549,1.194895375,5.718899461,-0.238874698
3.668,-0.376492707,-0.391100214,-0.754343231,-0.104878121,1.205737849,5.787079793,-0.239548881
3.672,-0.359900322,-0.39171877,-0.721098622,-0.100034296,1.216092909,5.846011449,-0.239927747
3.676,-0.340394151,-0.391082006,-0.68201593,-0.095150033,1.225956369,5.883847003,-0.239537729
3.68,-0.324280933,-0.389927343,-0.649731383,-0.090227306,1.235324242,5.91130241,-0.238830498
3.684,-0.30505462,-0.390057952,-0.611209416,-0.085268105,1.24419274,5.955734401,-0.238910495
3.688,-0.286170345,-0.391064817,-0.573372761,-0.080274435,1.25255828,6.011255829,-0.239527201
3.692,-0.271971865,-0.388175861,-0.544924594,-0.075248314,1.260417478,6.004287303,-0.237757715
3.696,-0.250138692,-0.38708886,-0.501179506,-0.070191775,1.267767159,6.022387471,-0.237091927
3.7,-0.234734764,-0.385339397,-0.470316097,-0.06510686,1.274604351,6.027501587,-0.236020381
3.704,-0.216113279,-0.383404592,-0.433005969,-0.059995627,1.280926289,6.026983084,-0.234835313
3.708,-0.196293949,-0.381808313,-0.393295831,-0.05486014,1.28673042,6.029085902,-0.233857592
3.712,-0.179294275,-0.379352723,-0.359235174,-0.049702477,1.292014395,6.014909273,-0.232353543
3.716,-0.162296175,-0.376140736,-0.325177669,-0.044524722,1.296776079,5.985961021,-0.230386201
3.72,-0.143931611,-0.373512351,-0.28838231,-0.039328967,1.301013548,5.963556114,-0.228776315
3.724,-0.125868866,-0.371377732,-0.252191678,-0.034117314,1.304725088,5.946390087,-0.227468861
3.728,-0.107374309,-0.368672435,-0.215135863,-0.02889187,1.307909199,5.917479813,-0.225811867
3.732,-0.088712419,-0.366369904,-0.177744779,-0.023654746,1.310564594,5.892461376,-0.224401566
3.736,-0.073793257,-0.360560434,-0.14785265,-0.018408059,1.312690199,5.808430982,-0.220843266
3.74,-0.054467896,-0.358585615,-0.10913223,-0.013153932,1.314285155,5.783636494,-0.219633689
3.744,-0.040699055,-0.354565252,-0.08154489,-0.007894487,1.315348817,5.723420229,-0.217171217
3.748,-0.024871064,-0.350265573,-0.049831826,-0.00263185,1.315880756,5.656300992,-0.214537663
3.752,-0.009251247,-0.34620895,-0.018535858,0.00263185,1.315880756,5.590792186,-0.212052982
3.756,0.00595744,-0.341062141,0.011936365,0.007894487,1.315348817,5.505451941,-0.208900561
3.76,0.020519526,-0.337223917,0.041113056,0.013153932,1.314285155,5.439093113,-0.206549649
3.764,0.038164523,-0.333970535,0.076466686,0.018408059,1.312690199,5.380082291,-0.204556953
3.768,0.04765656,-0.32746347,0.095484993,0.023654746,1.310564594,5.266714944,-0.200571375
3.772,0.061316277,-0.322614832,0.122853691,0.02889187,1.307909199,5.178219407,-0.197601585
3.776,0.073791113,-0.317462143,0.147848352,0.034117314,1.304725088,5.083109676,-0.194445563
3.78,0.086189917,-0.312060236,0.172690678,0.039328967,1.301013548,4.98240211,-0.191136895
3.784,0.095744727,-0.306547994,0.191834756,0.044524722,1.296776079,4.878451508,-0.187760646
3.788,0.107412844,-0.301229889,0.215213072,0.049702477,1.292014395,4.776215767,-0.184503307
3.792,0.118641917,-0.295866464,0.237711714,0.05486014,1.28673042,4.67198923,-0.181218209
3.796,0.126103408,-0.289243359,0.252661608,0.059995627,1.280926289,4.546802166,-0.177161557
3.8,0.132635448,-0.28238556,0.265749245,0.06510686,1.274604351,4.417091594,-0.172961156
3.804,0.139131029,-0.276111197,0.278763833,0.070191775,1.267767159,4.29578007,-0.169118108
3.808,0.147328106,-0.270083545,0.295187549,0.075248314,1.260417478,4.1776405,-0.165426171
3.812,0.152671328,-0.262735431,0.305893264,0.080274435,1.25255828,4.03863968,-0.160925451
3.816,0.157522998,-0.256442876,0.315614101,0.085268105,1.24419274,3.915586518,-0.157071261
3.82,0.161284905,-0.249259791,0.323151483,0.090227306,1.235324242,3.778780919,-0.152671622
3.824,0.164077238,-0.241869515,0.32874622,0.095150033,1.225956369,3.63893812,-0.148145078
3.828,0.168190195,-0.235383424,0.336986967,0.100034296,1.216092909,3.51286254,-0.144172347
3.832,0.167103235,-0.227504066,0.334809126,0.104878121,1.205737849,3.366360171,-0.13934624
3.836,0.171882333,-0.221232722,0.344384558,0.109679549,1.194895375,3.244126395,-0.135505042
3.84,0.165215157,-0.211611175,0.331026161,0.11443664,1.183569871,3.073626015,-0.129611845
3.844,0.171799077,-0.206285805,0.344217746,0.11914747,1.171765913,2.966393269,-0.126350055
3.848,0.162658125,-0.197113003,0.325902875,0.123810136,1.159488275,2.804788764,-0.120731714
3.852,0.167531961,-0.190958175,0.335668125,0.128422752,1.146741919,2.687339077,-0.116961882
3.856,0.157123598,-0.181605307,0.314813861,0.132983453,1.133531997,2.526276266,-0.11123325
3.86,0.157257234,-0.174729052,0.315081614,0.137490397,1.119863851,2.401313536,-0.107021544
3.864,0.153818597,-0.167479572,0.30819194,0.14194176,1.105743005,2.272660518,-0.102581238
3.868,0.144311518,-0.158237932,0.289143493,0.146335745,1.091175167,2.118964085,-0.096920733
3.872,0.14297551,-0.151632123,0.286466661,0.150670573,1.076166227,2.002576423,-0.092874676
3.876,0.129930553,-0.143001302,0.260329699,0.154944494,1.060722252,1.861487795,-0.087588297
3.88,0.127745345,-0.135761011,0.255951402,0.15915578,1.044849484,1.74079375,-0.083153619
3.884,0.117822687,-0.127564863,0.236070301,0.163302727,1.028554341,1.610188912,-0.078133479
3.888,0.107600745,-0.119387903,0.215589551,0.16738366,1.01184341,1.482491304,-0.073125091
3.892,0.102792429,-0.112810141,0.205955578,0.171396929,0.994723446,1.377111226,-0.069096211
3.896,0.091593774,-0.104610729,0.183517879,0.175340912,0.977201369,1.254523552,-0.064074072
3.9,0.079255852,-0.096018707,0.15879754,0.179214013,0.959284263,1.130372791,-0.058811458
3.904,0.070611517,-0.088953753,0.141477693,0.183014669,0.940979371,1.02721866,-0.054484174
3.908,0.059835111,-0.081456501,0.119886016,0.186741341,0.922294092,0.921963445,-0.049892107
3.912,0.044175257,-0.073033002,0.088509832,0.190392524,0.903235981,0.809541108,-0.044732714
3.916,0.036088436,-0.065757936,0.072307025,0.193966742,0.88381274,0.713225648,-0.040276736
3.92,0.022743974,-0.058095373,0.045569974,0.19746255,0.864032222,0.616013187,-0.035583416
3.924,0.006720786,-0.05020578,0.013465811,0.200878534,0.843902423,0.519953459,-0.03075104
3.928,-0.003430194,-0.043132431,-0.006872759,0.204213314,0.82343148,0.435862919,-0.026418614
3.932,-0.017690177,-0.035419804,-0.035444153,0.207465542,0.802627669,0.348882191,-0.02169463
3.936,-0.03434137,-0.027508251,-0.068806593,0.210633903,0.7814994,0.263821474,-0.016848803
3.94,-0.043275339,-0.021118924,-0.086706751,0.213717116,0.760055213,0.196986039,-0.012935341
3.944,-0.061044141,-0.013390197,-0.122308437,0.216713935,0.738303777,0.121322284,-0.008201496
3.948,-0.074568283,-0.006270933,-0.149405497,0.219623148,0.716253885,0.055121078,-0.003840947
3.952,-0.086905432,0.000304935,-0.174124288,0.22244358,0.693914451,-0.002596762,0.000186773
3.956,-0.103482486,0.00746617,-0.20733818,0.22517409,0.671294505,-0.061507699,0.004573029
3.96,-0.116985523,0.014221622,-0.234392954,0.227813574,0.648403192,-0.113165175,0.008710743
3.964,-0.130744775,0.020867005,-0.261961079,0.230360966,0.625249764,-0.16011506,0.012781041
3.968,-0.146247119,0.027597975,-0.293021677,0.232815235,0.601843583,-0.203835288,0.01690376
3.972,-0.159484113,0.033849851,-0.319543404,0.23517539,0.578194108,-0.240186692,0.020733033
3.976,-0.173074684,0.040085279,-0.34677356,0.237440477,0.554310902,-0.272682241,0.024552233
3.98,-0.189128083,0.046678852,-0.378938254,0.239609579,0.530203617,-0.303725582,0.028590797
3.984,-0.201216191,0.052419958,-0.403158066,0.24168182,0.505882001,-0.325435121,0.032107224
3.988,-0.215651069,0.058541348,-0.432079881,0.243656362,0.481355884,-0.345817944,0.035856575
3.992,-0.230301659,0.064350869,-0.461433899,0.245532407,0.456635181,-0.360613773,0.039414908
3.996,-0.243588548,0.070166672,-0.488055595,0.247309197,0.431729885,-0.371759021,0.042977087
4,-0.257598093,0.076170939,-0.516125211,0.248986014,0.406650065,-0.380126966,0.0466547
