time,theta,omega,real_moment,Cd,Cip
13.916,0.006592901,1.364487503,-0.223448777,0.043712718,6.10885723
13.92,0.01204925,1.363587372,-0.220937693,0.077697104,6.036222153
13.924,0.017500802,1.362089225,-0.217060168,0.104751382,5.923769114
13.928,0.022945167,1.359993677,-0.214583671,0.142692858,5.847173623
13.932,0.028379956,1.357301603,-0.210927942,0.169377411,5.73618179
13.936,0.033802786,1.354014141,-0.20721339,0.196199148,5.621515936
13.94,0.039211277,1.350132692,-0.203478728,0.22284253,5.504373519
13.944,0.044603058,1.345658916,-0.199527358,0.242972167,5.379598636
13.948,0.049975762,1.340594732,-0.196166001,0.272213169,5.269066472
13.952,0.055327031,1.334942321,-0.191439763,0.287277945,5.120437628
13.956,0.060654519,1.32870412,-0.187451095,0.309903343,4.990323417
13.96,0.065955887,1.321882824,-0.183399408,0.327838637,4.857393844
13.964,0.071228808,1.314481385,-0.179052349,0.343942855,4.715707865
13.968,0.076470969,1.306503008,-0.174480233,0.356454025,4.567400313
13.972,0.081680067,1.297951152,-0.169117591,0.364623598,4.39804391
13.976,0.086853818,1.28882953,-0.165314577,0.382736908,4.268930256
13.98,0.091989949,1.279142101,-0.159545717,0.378907771,4.088993047
13.984,0.097086206,1.268893075,-0.155549308,0.398490918,3.954627131
13.988,0.102140351,1.25808691,-0.149420839,0.385667999,3.766467679
13.992,0.107150165,1.246728307,-0.146010266,0.407595977,3.647267709
13.996,0.112113447,1.234822209,-0.139084514,0.38665461,3.441086889
14,0.117028019,1.222373801,-0.135550193,0.404954493,3.319835798
14.004,0.121891722,1.209388506,-0.129136235,0.382248813,3.129150042
14.008,0.126702419,1.195871982,-0.124867854,0.393910018,2.991904784
14.012,0.131457997,1.181830121,-0.118775452,0.373895865,2.812510664
14.016,0.136156368,1.167269047,-0.113682735,0.368541184,2.65875251
14.02,0.140795466,1.15219511,-0.108710526,0.36157034,2.509632066
14.024,0.145373254,1.136614887,-0.102363657,0.339983756,2.331157215
14.028,0.149887719,1.120535176,-0.097763554,0.335127858,2.194900853
14.032,0.154336878,1.103962997,-0.091762868,0.306322621,2.029709702
14.036,0.158718776,1.086905584,-0.086713091,0.299704396,1.888377944
14.04,0.163031486,1.069370385,-0.081083673,0.278004621,1.737296704
14.044,0.167273112,1.051365059,-0.075903442,0.259330649,1.598922587
14.048,0.17144179,1.032897471,-0.070687276,0.235666327,1.462887377
14.052,0.175535686,1.013975689,-0.064740133,0.209245759,1.315265899
14.056,0.179553001,0.994607981,-0.059405976,0.18630107,1.183844073
14.06,0.183491967,0.974802811,-0.054735223,0.168614918,1.069045266
14.064,0.187350852,0.954568835,-0.048778253,0.130781439,0.932923259
14.068,0.191127958,0.933914899,-0.043475618,0.107691392,0.81351488
14.072,0.194821623,0.912850032,-0.038424198,0.082717916,0.702775595
14.076,0.198430222,0.891383445,-0.032730332,0.04205039,0.584557726
14.08,0.201952168,0.869524524,-0.027995735,0.020620533,0.48773749
14.084,0.205385908,0.847282831,-0.022758942,-0.011060687,0.386360673
14.088,0.208729933,0.824668093,-0.017205978,-0.048654317,0.284296146
14.092,0.211982769,0.801690202,-0.012454121,-0.075671526,0.200047019
14.096,0.215142984,0.778359211,-0.007401816,-0.113028204,0.115433209
14.1,0.218209185,0.754685327,-0.002330364,-0.146150574,0.035237251
14.104,0.221180023,0.730678909,0.002307746,-0.176160173,-0.033785243
14.108,0.224054187,0.706350463,0.007243022,-0.213648603,-0.102506749
14.112,0.226830411,0.681710634,0.012013148,-0.246524241,-0.164085165
14.116,0.229507471,0.656770208,0.016434484,-0.276402614,-0.216262859
14.12,0.232084187,0.631540099,0.021357577,-0.317605199,-0.27024978
14.124,0.234559421,0.606031353,0.025464379,-0.343923739,-0.309200803
14.128,0.236932081,0.580255136,0.029878953,-0.377138231,-0.347373589
14.132,0.23920112,0.554222733,0.034500486,-0.415835119,-0.383108667
14.136,0.241365536,0.527945541,0.038578368,-0.445547991,-0.408080096
14.14,0.243424373,0.501435066,0.042782885,-0.482109953,-0.429830471
14.144,0.245376721,0.474702916,0.046781867,-0.511180258,-0.444950681
14.148,0.247221717,0.447760797,0.050954106,-0.544608732,-0.457127857
14.152,0.248958544,0.420620509,0.054973908,-0.578006504,-0.463296994
14.156,0.250586432,0.393293937,0.058925895,-0.60926004,-0.464339759
14.16,0.252104663,0.36579305,0.062750691,-0.640848494,-0.459903162
14.164,0.253512561,0.338129895,0.066492518,-0.670677395,-0.450473011
14.168,0.254809502,0.310316587,0.070116448,-0.696178817,-0.435950647
14.172,0.255994909,0.282365312,0.073805989,-0.728268716,-0.417556626
14.176,0.257068256,0.254288314,0.0773936,-0.757678786,-0.39431553
14.18,0.258029065,0.226097894,0.081065544,-0.786910769,-0.367235998
14.184,0.258876905,0.197806402,0.084651944,-0.816020278,-0.335497824
14.188,0.259611398,0.169426234,0.088213505,-0.843478647,-0.299452655
14.192,0.260232213,0.140969826,0.091739773,-0.871378015,-0.259117207
14.196,0.260739071,0.112449648,0.095320573,-0.898818219,-0.214761868
14.2,0.261131742,0.083878196,0.098893778,-0.925737295,-0.166199792
14.204,0.261410045,0.055267991,0.102462772,-0.951509413,-0.113462464
14.208,0.261573851,0.026631573,0.10604768,-0.977576212,-0.056586186
14.212,0.261623079,-0.002018508,0.109620559,-1.002591005,0.00443338
14.216,0.261557701,-0.030669696,0.113225364,-1.027461154,0.069576989
14.22,0.261377737,-0.059309432,0.116816832,-1.051929193,0.13881667
14.224,0.261083258,-0.087925163,0.120462375,-1.075829683,0.212215467
14.228,0.260674385,-0.116504345,0.124103239,-1.099608062,0.289692779
14.232,0.260151288,-0.14503445,0.127597162,-1.120860183,0.370787101
14.236,0.259514191,-0.17350297,0.13124596,-1.143340303,0.456252534
14.24,0.258763363,-0.201897426,0.134852012,-1.164830313,0.545507396
14.244,0.257899127,-0.230205368,0.138366579,-1.184946055,0.638203351
14.248,0.256921852,-0.258414385,0.141777922,-1.202280428,0.734070419
14.252,0.25583196,-0.286512108,0.145429914,-1.222898063,0.834851361
14.256,0.25462992,-0.314486218,0.148960384,-1.23993154,0.938609251
14.26,0.253316252,-0.342324448,0.152483736,-1.256611964,1.045860764
14.264,0.251891522,-0.37001459,0.156160868,-1.274362471,1.157719884
14.268,0.250356349,-0.397544502,0.159611404,-1.288270472,1.271341136
14.272,0.248711396,-0.424902109,0.162853446,-1.299541406,1.386431035
14.276,0.246957377,-0.452075415,0.166553334,-1.314849949,1.508608853
14.28,0.245095054,-0.479052501,0.170065386,-1.327614925,1.632343189
14.284,0.243125235,-0.505821535,0.173576614,-1.336983041,1.759142237
14.288,0.241048775,-0.532370775,0.17702333,-1.347290671,1.888239775
14.292,0.238866577,-0.558688575,0.180661775,-1.356013523,2.02231356
14.296,0.23657959,-0.584763392,0.183993124,-1.363664723,2.155729182
14.3,0.234188809,-0.610583786,0.187410603,-1.370337621,2.292724419
14.304,0.231695274,-0.63613843,0.19087029,-1.375623212,2.432777535
14.308,0.229100071,-0.661416112,0.193821041,-1.376152237,2.568550584
14.312,0.22640433,-0.686405743,0.197442571,-1.38080818,2.715402022
14.316,0.223609224,-0.711096357,0.200833478,-1.382394948,2.861389599
14.32,0.220715972,-0.735477121,0.203984711,-1.382264675,3.005932438
14.324,0.217725834,-0.759537336,0.20696881,-1.378815375,3.149680203
14.328,0.214640115,-0.783266444,0.210582529,-1.37841348,3.304793206
14.332,0.211460158,-0.806654031,0.213858296,-1.375668321,3.456414674
14.336,0.208187352,-0.829689833,0.216275669,-1.36479258,3.595306031
14.34,0.204823122,-0.85236374,0.21933842,-1.356828408,3.745864879
14.344,0.201368937,-0.8746658,0.222451132,-1.349027567,3.89842511
14.348,0.197826305,-0.896586222,0.224994513,-1.339111182,4.041814874
14.352,0.194196769,-0.918115384,0.228178219,-1.324948393,4.197434042
14.356,0.190481916,-0.939243836,0.231254583,-1.314835007,4.351922297
14.36,0.186683365,-0.9599623,0.23325126,-1.29687966,4.486323696
14.364,0.182802776,-0.980261681,0.235680417,-1.27787167,4.628901665
14.368,0.178841843,-1.000133064,0.238788405,-1.262384196,4.785016615
14.372,0.174802294,-1.019567723,0.240826542,-1.241314611,4.919634726
14.376,0.170685894,-1.038557125,0.242945308,-1.216709093,5.055351237
14.38,0.166494442,-1.057092928,0.244609852,-1.193506257,5.180832394
14.384,0.162229767,-1.07516699,0.247042534,-1.168380076,5.321818832
14.388,0.157893732,-1.092771373,0.246853992,-1.144746107,5.404828204
14.392,0.153488232,-1.109898343,0.249701879,-1.114956765,5.552869204
14.396,0.149015192,-1.126540374,0.249700744,-1.087122934,5.636104371
14.4,0.144476566,-1.142690154,0.250509839,-1.053037911,5.735426294
14.404,0.139874337,-1.158340585,0.252697906,-1.024674321,5.864761382
14.408,0.135210516,-1.17348479,0.252127557,-0.989706612,5.928027514
14.412,0.130487142,-1.188116111,0.253318756,-0.954731211,6.030296431
14.416,0.125706279,-1.202228116,0.256790231,-0.919056119,6.185542679
14.42,0.120870018,-1.215814599,0.256015741,-0.88275245,6.236579362
14.424,0.115980471,-1.228869586,0.256269592,-0.847396936,6.309795785
14.428,0.111039777,-1.241387335,0.258668865,-0.805782077,6.433745791
14.432,0.106050096,-1.253362338,0.25766319,-0.770088855,6.470553765
14.436,0.101013609,-1.264789327,0.258996487,-0.726211307,6.563333853
14.44,0.095932519,-1.275663271,0.257542302,-0.688796194,6.582593773
14.444,0.090809047,-1.285979384,0.259100731,-0.645182969,6.675980733
14.448,0.085645434,-1.295733123,0.257179319,-0.607663936,6.67673337
14.452,0.080443938,-1.304920191,0.258276742,-0.566106701,6.752765686
14.456,0.075206833,-1.31353654,0.256924728,-0.521293287,6.761771543
14.46,0.069936411,-1.321578371,0.255927298,-0.483443701,6.776757787
14.464,0.064634977,-1.329042137,0.254896213,-0.443046308,6.787573788
14.468,0.059304849,-1.335924545,0.25285662,-0.403735982,6.768129938
14.472,0.05394836,-1.342222555,0.251717668,-0.361127276,6.769407549
14.476,0.048567852,-1.347933384,0.250174196,-0.320768135,6.756524748
14.48,0.043165679,-1.353054507,0.248469017,-0.27899967,6.735967206
14.484,0.037744205,-1.357583654,0.246282912,-0.242236071,6.699051417
14.488,0.032305802,-1.361518819,0.245222163,-0.193271039,6.689532967
14.492,0.026852849,-1.364858252,0.243096906,-0.155462904,6.647822459
14.496,0.021387732,-1.367600467,0.23966424,-0.122303172,6.567119341
14.5,0.015912843,-1.369744237,0.237596146,-0.084998037,6.520656221
14.504,0.010430578,-1.371288599,0.235035934,-0.047640956,6.457665719
14.508,0.004943335,-1.372232851,0.232185168,-0.010736914,6.38373301
14.512,-0.000546485,-1.372576556,0.230430932,0.033274639,6.337088663
14.516,-0.006036477,-1.372319538,0.225648356,0.052930315,6.204400872
14.52,-0.01152424,-1.371461884,0.224444098,0.101318925,6.167431896
14.524,-0.017007372,-1.370003947,0.2198801,0.121899745,6.035596176
14.528,-0.022483472,-1.36794634,0.217965839,0.164638088,5.974064751
14.532,-0.027950144,-1.365289939,0.212929133,0.18163203,5.824684506
14.536,-0.033404995,-1.362035884,0.210951394,0.222211232,5.756829674
14.54,-0.038845636,-1.358185575,0.205829698,0.234881386,5.601180651
14.544,-0.044269686,-1.353740674,0.203468028,0.270762139,5.518792724
14.548,-0.049674771,-1.348703103,0.198130205,0.2834799,5.354013677
14.552,-0.055058524,-1.343075044,0.194469488,0.307770653,5.233162024
14.556,-0.060418587,-1.336858938,0.190427727,0.328440507,5.100681411
14.56,-0.065752615,-1.330057483,0.185994876,0.343241199,4.956599416
14.564,-0.071058271,-1.322673633,0.181980063,0.365248738,4.822685451
14.568,-0.076333232,-1.314710599,0.176453339,0.370821267,4.64806802
14.572,-0.081575188,-1.306171843,0.172819399,0.3899065,4.522777646
14.576,-0.086781844,-1.297061082,0.167207684,0.391274397,4.345393294
14.58,-0.091950919,-1.287382281,0.162958548,0.40865707,4.203365001
14.584,-0.09708015,-1.277139655,0.157261344,0.404551094,4.024137408
14.588,-0.102167291,-1.266337666,0.153316896,0.419889362,3.890021251
14.592,-0.107210112,-1.254981022,0.147449192,0.413083778,3.707592408
14.596,-0.112206406,-1.243074671,0.142777613,0.419355168,3.556065606
14.6,-0.117153983,-1.230623806,0.137323591,0.410427577,3.385968353
14.604,-0.122050677,-1.217633854,0.132112982,0.410314554,3.223106376
14.608,-0.126894343,-1.204110482,0.12671235,0.402880593,3.057016013
14.612,-0.131682858,-1.190059589,0.121241462,0.392508777,2.890894897
14.616,-0.136414124,-1.175487304,0.116491837,0.391804611,2.743632051
14.62,-0.14108607,-1.160399987,0.109935267,0.367144823,2.555978418
14.624,-0.145696646,-1.14480422,0.105518051,0.367450075,2.420306745
14.628,-0.150243835,-1.128706812,0.099514821,0.338994973,2.25051206
14.632,-0.154725641,-1.112114788,0.094419895,0.332844927,2.103902253
14.636,-0.159140103,-1.095035393,0.089000614,0.314684691,1.952691296
14.64,-0.163485285,-1.077476081,0.083450573,0.294185388,1.801562747
14.644,-0.167759282,-1.059444522,0.078202878,0.271095551,1.660020259
14.648,-0.171960222,-1.040948587,0.072296215,0.247678825,1.507846978
14.652,-0.176086262,-1.021996355,0.066926149,0.225268678,1.370432381
14.656,-0.180135595,-1.002596102,0.062118156,0.207647116,1.247834529
14.66,-0.184106445,-0.982756301,0.056053558,0.169453995,1.103726462
14.664,-0.187997071,-0.96248562,0.050890936,0.150015111,0.9814024
14.668,-0.191805767,-0.941792911,0.045594364,0.122934112,0.860357616
14.672,-0.195530864,-0.920687215,0.039787744,0.081470887,0.733962482
14.676,-0.199170727,-0.899177752,0.035105797,0.06237261,0.632465477
14.68,-0.20272376,-0.877273918,0.02960784,0.030182436,0.520420469
14.684,-0.206188405,-0.854985284,0.02396399,-0.009860496,0.410516113
14.688,-0.209563142,-0.832321589,0.019454792,-0.030882737,0.324436859
14.692,-0.212846491,-0.809292734,0.013910721,-0.073150616,0.225562929
14.696,-0.21603701,-0.785908783,0.008920434,-0.103810421,0.140465783
14.7,-0.219133301,-0.762179954,0.004090204,-0.136738882,0.062461863
14.704,-0.222134004,-0.738116616,-0.000889503,-0.172181999,-0.013154812
14.708,-0.225037802,-0.713729285,-0.00575764,-0.205263567,-0.082336131
14.712,-0.227843421,-0.689028618,-0.010574967,-0.243438522,-0.145991882
14.716,-0.230549628,-0.66402541,-0.015041802,-0.271850587,-0.200122991
14.72,-0.233155235,-0.638730589,-0.019564874,-0.305698107,-0.250384365
14.724,-0.235659098,-0.61315521,-0.024309513,-0.3440875,-0.298647662
14.728,-0.238060117,-0.587310451,-0.028639802,-0.375756933,-0.337015729
14.732,-0.240357238,-0.561207609,-0.032909572,-0.410794488,-0.370048131
14.736,-0.242549449,-0.534858091,-0.037201757,-0.443679899,-0.398670821
14.74,-0.244635789,-0.508273415,-0.041691814,-0.481454239,-0.424581064
14.744,-0.246615339,-0.481465202,-0.045797908,-0.513001074,-0.441797218
14.748,-0.248487228,-0.454445169,-0.049839894,-0.545987737,-0.453806833
14.752,-0.250250633,-0.427225127,-0.053937491,-0.581907988,-0.461700086
14.756,-0.251904778,-0.399816975,-0.0576537,-0.607024186,-0.461849886
14.76,-0.253448934,-0.372232693,-0.06151332,-0.640689334,-0.45877116
14.764,-0.254882421,-0.34448434,-0.065311596,-0.673504505,-0.450787857
14.768,-0.256204606,-0.316584045,-0.069057628,-0.703337252,-0.438039333
14.772,-0.257414907,-0.288544004,-0.072732221,-0.73383574,-0.420485801
14.776,-0.258512789,-0.260376476,-0.076404508,-0.76389439,-0.398596205
14.78,-0.259497765,-0.232093774,-0.080138305,-0.794096832,-0.372662827
14.784,-0.260369402,-0.203708261,-0.083760554,-0.823508885,-0.341869703
14.788,-0.261127311,-0.175232347,-0.087285631,-0.851543116,-0.306456944
14.792,-0.261771156,-0.146678481,-0.090872595,-0.879774707,-0.267061794
14.796,-0.262300651,-0.118059145,-0.094427777,-0.906493156,-0.223363307
14.8,-0.262715559,-0.08938685,-0.097983034,-0.933586186,-0.175483766
14.804,-0.263015692,-0.060674132,-0.101575008,-0.960274661,-0.123481777
14.808,-0.263200915,-0.031933543,-0.105202284,-0.986796417,-0.067310793
14.812,-0.26327114,-0.003177648,-0.108777622,-1.012720914,-0.006925606
14.816,-0.263226332,0.025580982,-0.112369315,-1.038364564,0.057594018
14.82,-0.263066506,0.054329774,-0.115983325,-1.063433181,0.126254215
14.824,-0.262791724,0.08305616,-0.119620902,-1.088182725,0.19906337
14.828,-0.262402103,0.111747581,-0.123210473,-1.112394988,0.275866006
14.832,-0.261897807,0.140391493,-0.126765703,-1.135116542,0.356578367
14.836,-0.261279051,0.168975374,-0.130394864,-1.157755213,0.441465054
14.84,-0.260546101,0.197486727,-0.133959835,-1.179884434,0.530059894
14.844,-0.259699271,0.225913087,-0.137399053,-1.199333847,0.621924347
14.848,-0.258738926,0.254242028,-0.140867495,-1.219001605,0.717580397
14.852,-0.257665481,0.282461162,-0.144534366,-1.239141718,0.817979265
14.856,-0.256479399,0.310558154,-0.14820609,-1.25880345,0.922192144
14.86,-0.255181195,0.33852072,-0.151712089,-1.275158992,1.029005923
14.864,-0.253771429,0.366336635,-0.155128285,-1.290859421,1.138633016
14.868,-0.252250713,0.393993738,-0.158747358,-1.308228974,1.253164997
14.872,-0.250619707,0.421479937,-0.162403803,-1.323314991,1.371467531
14.876,-0.248879118,0.448783217,-0.166021713,-1.338293681,1.492842287
14.88,-0.247029701,0.475891639,-0.169427133,-1.349593498,1.615487001
14.884,-0.24507226,0.502793354,-0.172687974,-1.358885301,1.739658696
14.888,-0.243007646,0.529476599,-0.176317597,-1.371761557,1.870487709
14.892,-0.240836754,0.555929709,-0.179886261,-1.381268295,2.003688973
14.896,-0.23856053,0.582141119,-0.183343327,-1.390071004,2.138483064
14.9,-0.236179963,0.608099371,-0.186966449,-1.396281598,2.277983969
14.904,-0.233696088,0.633793115,-0.190170123,-1.401471471,2.414917142
14.908,-0.231109986,0.659211118,-0.193774771,-1.408724417,2.559376545
14.912,-0.228422781,0.684342268,-0.197186554,-1.411673426,2.703728582
14.916,-0.225635645,0.709175579,-0.200092735,-1.410814783,2.843135264
14.92,-0.222749788,0.733700193,-0.203553154,-1.412836034,2.992325954
14.924,-0.219766469,0.757905389,-0.206836826,-1.411145701,3.14090853
14.928,-0.216686985,0.781780584,-0.210221544,-1.411239649,3.292869589
14.932,-0.213512678,0.805315342,-0.212857134,-1.404312256,3.43452445
14.936,-0.21024493,0.828499373,-0.216751961,-1.402969667,3.59805377
14.94,-0.206885164,0.851322541,-0.219443957,-1.3953566,3.743089311
14.944,-0.203434844,0.87377487,-0.222144365,-1.384127645,3.889083614
14.948,-0.199895473,0.895846542,-0.225338514,-1.374440778,4.044654943
14.952,-0.196268592,0.917527909,-0.227923218,-1.365429368,4.190060385
14.956,-0.192555783,0.938809492,-0.230821977,-1.348827661,4.341772455
14.96,-0.188758662,0.959681988,-0.233099425,-1.334834728,4.482094158
14.964,-0.184878885,0.980136271,-0.236637576,-1.3219333,4.647106215
14.968,-0.180918141,1.000163399,-0.238142103,-1.299110203,4.772210278
14.972,-0.176878159,1.019754617,-0.240651765,-1.279165358,4.916965511
14.976,-0.172760697,1.038901359,-0.244172939,-1.264029087,5.082580602
14.98,-0.168567551,1.057595256,-0.243778047,-1.233797176,5.16566832
14.984,-0.16430055,1.075828134,-0.246441695,-1.210209698,5.31214003
14.988,-0.159961552,1.093592023,-0.249141563,-1.183997806,5.459010745
14.992,-0.155552449,1.110879156,-0.250173619,-1.158385809,5.568276062
14.996,-0.151075164,1.127681975,-0.251520308,-1.129295121,5.682927634
15,-0.146531649,1.143993135,-0.252873244,-1.09952871,5.796138152
15.004,-0.141923884,1.159805503,-0.251676637,-1.068118434,5.848446175
15.008,-0.137253879,1.175112168,-0.255676961,-1.033203384,6.019817834
15.012,-0.13252367,1.189906436,-0.254260876,-1.001064893,6.061844377
15.016,-0.12773532,1.204181839,-0.256252633,-0.962592398,6.182624072
15.02,-0.122890916,1.217932137,-0.257818827,-0.930363122,6.291441289
15.024,-0.117992571,1.231151315,-0.257467872,-0.890139117,6.351070115
15.028,-0.113042421,1.243833596,-0.257538588,-0.855235815,6.418255827
15.032,-0.108042625,1.255973433,-0.259499472,-0.81304065,6.530243294
15.036,-0.102995364,1.267565517,-0.258773314,-0.774904587,6.57207233
15.04,-0.097902838,1.278604781,-0.259645736,-0.731897213,6.65165856
15.044,-0.092767269,1.289086396,-0.25876017,-0.692075799,6.683314261
15.048,-0.087590897,1.299005778,-0.260113648,-0.6474763,6.769968579
15.052,-0.082375978,1.30835859,-0.2584386,-0.609187204,6.77480188
15.056,-0.077124789,1.31714074,-0.259036917,-0.567765003,6.836066457
15.06,-0.071839618,1.325348388,-0.257714568,-0.52174733,6.843550133
15.064,-0.066522772,1.332977942,-0.256337704,-0.48515092,6.846173215
15.068,-0.06117657,1.340026065,-0.255096765,-0.443408982,6.849054578
15.072,-0.055803343,1.346489674,-0.253162176,-0.404168524,6.829898924
15.076,-0.050405436,1.352365939,-0.251831848,-0.359757027,6.823658857
15.08,-0.044985202,1.357652288,-0.250189364,-0.320155043,6.805653423
15.084,-0.039545007,1.362346407,-0.248356101,-0.279345881,6.7791433
15.088,-0.034087223,1.366446241,-0.24622269,-0.238970888,6.741135439
15.092,-0.028614232,1.369949993,-0.244774086,-0.193305392,6.718658743
15.096,-0.02312842,1.372856128,-0.24313465,-0.150700579,6.68781596
15.1,-0.017632182,1.37516337,-0.239337577,-0.122130587,6.594435356
15.104,-0.012127913,1.376870706,-0.237458904,-0.080443253,6.550795607
15.108,-0.006618017,1.377977385,-0.23427948,-0.045520486,6.468279415
15.112,-0.001104896,1.378482918,-0.23140166,-0.008266115,6.391168807
15.116,0.004409045,1.378387078,-0.228495358,0.028949266,6.310459812
15.12,0.009921399,1.377689902,-0.225701031,0.061088062,6.230134872
15.124,0.015429763,1.376391687,-0.223663831,0.105282446,6.168083304
15.128,0.020931732,1.374492995,-0.218966136,0.124325421,6.030202768
15.132,0.026424907,1.371994648,-0.216877468,0.165077336,5.961825802
15.136,0.031906891,1.368897733,-0.21195416,0.184083841,5.813335378
15.14,0.037375292,1.365203594,-0.209562682,0.222131003,5.732232543
15.144,0.042827726,1.360913839,-0.204616445,0.235527635,5.57934986
15.148,0.048261811,1.356030335,-0.201369352,0.265625899,5.471106999
15.152,0.053675179,1.350555207,-0.1974621,0.290911372,5.343287269
15.156,0.059065467,1.344490839,-0.192858368,0.307504764,5.195277679
15.16,0.064430324,1.337839874,-0.188335841,0.325941876,5.048350984
15.164,0.069767408,1.330605208,-0.183921716,0.338729242,4.903369929
15.168,0.075074392,1.322789994,-0.180041745,0.361495145,4.771737513
15.172,0.080348959,1.314397637,-0.174383137,0.366699339,4.592442072
15.176,0.085588808,1.305431794,-0.170493645,0.385142043,4.459383381
15.18,0.090791654,1.295896372,-0.164795807,0.384839438,4.278867725
15.184,0.095955225,1.285795528,-0.160646814,0.402435015,4.138628635
15.188,0.10107727,1.275133664,-0.154583192,0.393745214,3.949393544
15.192,0.106155553,1.263915428,-0.151321123,0.417896284,3.8320397
15.196,0.111187858,1.25214571,-0.144358249,0.397317316,3.621670256
15.2,0.11617199,1.239829639,-0.140600946,0.415763784,3.492711282
15.204,0.121105774,1.226972586,-0.134557027,0.397688033,3.307909919
15.208,0.125987057,1.213580156,-0.129531291,0.400906829,3.149601366
15.212,0.130813709,1.199658185,-0.124073233,0.391302204,2.982277498
15.216,0.135583624,1.185212745,-0.118418581,0.380194271,2.812085979
15.22,0.140294721,1.170250132,-0.113695309,0.377728663,2.665837521
15.224,0.144944944,1.154776869,-0.107303358,0.356873267,2.482697576
15.228,0.149532264,1.138799703,-0.102627437,0.353064164,2.34165687
15.232,0.154054679,1.122325598,-0.096675909,0.324846811,2.173950053
15.236,0.158510216,1.105361737,-0.091534917,0.318309867,2.027232927
15.24,0.16289693,1.087915515,-0.085830402,0.297023552,1.870892123
15.244,0.167212907,1.069994539,-0.080592174,0.278885603,1.727773717
15.248,0.171456264,1.05160662,-0.075335816,0.255600443,1.587330059
15.252,0.175625148,1.032759775,-0.069289973,0.229098702,1.433778743
15.256,0.179717741,1.01346222,-0.063937624,0.207369047,1.29830428
15.26,0.183732256,0.993722368,-0.059150658,0.189195798,1.177706507
15.264,0.187666942,0.973548824,-0.053098085,0.150962055,1.035735899
15.268,0.19152008,0.952950383,-0.047905452,0.130663358,0.914676794
15.272,0.19528999,0.931936024,-0.042590034,0.10267423,0.795255202
15.276,0.198975026,0.910514907,-0.036878098,0.062585978,0.672772142
15.28,0.20257358,0.88869637,-0.032137956,0.041998395,0.57224774
15.284,0.20608408,0.866489924,-0.026680286,0.009448335,0.463197741
15.288,0.209504995,0.843905248,-0.02100492,-0.030893003,0.355162544
15.292,0.212834831,0.820952188,-0.016595823,-0.051457704,0.272978912
15.296,0.216072134,0.797640747,-0.01098096,-0.094921249,0.175493114
15.3,0.219215492,0.773981087,-0.00616805,-0.123473472,0.095651253
15.304,0.222263532,0.74998352,-0.001323985,-0.155368763,0.01989515
15.308,0.225214924,0.725658505,0.003681874,-0.19414628,-0.053532021
15.312,0.228068378,0.701016644,0.008499715,-0.226377505,-0.119383727
15.316,0.230822649,0.676068676,0.013028228,-0.256813558,-0.176477202
15.32,0.233476534,0.650825476,0.017841643,-0.295722766,-0.232654692
15.324,0.236028874,0.625298043,0.022259359,-0.326817193,-0.278876649
15.328,0.238478554,0.599497504,0.026956312,-0.364756939,-0.323787655
15.332,0.240824505,0.573435101,0.031192092,-0.395078875,-0.358377891
15.336,0.243065701,0.547122192,0.035670925,-0.434711311,-0.391030947
15.34,0.245201163,0.520570243,0.039666956,-0.461408106,-0.413733458
15.344,0.247229959,0.493790824,0.044027708,-0.497159484,-0.435593632
15.348,0.249151202,0.466795605,0.048226902,-0.53211932,-0.451054015
15.352,0.250964052,0.439596347,0.05221508,-0.563597631,-0.459898984
15.356,0.252667717,0.412204903,0.056195782,-0.59629315,-0.464118954
15.36,0.254261451,0.384633207,0.06010572,-0.62807688,-0.463206888
15.364,0.255744558,0.356893271,0.063819108,-0.655470861,-0.456353641
15.368,0.257116389,0.328997182,0.067606421,-0.687533512,-0.445648608
15.372,0.258376344,0.300957093,0.07140358,-0.720749191,-0.43056329
15.376,0.25952387,0.272785219,0.07501979,-0.749127417,-0.410023839
15.38,0.260558466,0.244493834,0.078655695,-0.778631112,-0.385310205
15.384,0.261479678,0.216095262,0.082308976,-0.808514869,-0.356373065
15.388,0.262287102,0.187601874,0.085979833,-0.838024928,-0.323181281
15.392,0.262980383,0.15902608,0.089545531,-0.86535477,-0.285315062
15.396,0.263559217,0.13038033,0.093188826,-0.89384736,-0.243437985
15.4,0.264023349,0.101677099,0.096751548,-0.921123154,-0.197103121
15.404,0.264372574,0.07292889,0.10032906,-0.947801508,-0.146601623
15.408,0.264606737,0.044148223,0.103888293,-0.973554923,-0.091895083
15.412,0.264725733,0.015347634,0.107519654,-0.999972786,-0.03306296
15.416,0.264729508,-0.013460335,0.111161256,-1.025774236,0.029979317
15.42,0.264618057,-0.042263138,0.114793043,-1.050740899,0.097205253
15.424,0.264391426,-0.071048232,0.118467508,-1.07590271,0.168641694
15.428,0.264049712,-0.099803082,0.122103664,-1.100054185,0.244165938
15.432,0.263593059,-0.128515168,0.125677815,-1.122999074,0.323612613
15.436,0.263021664,-0.157171986,0.129171672,-1.144679694,0.406775561
15.44,0.262335773,-0.18576106,0.132753991,-1.166950507,0.494099821
15.444,0.261535682,-0.214269941,0.136251717,-1.18645636,0.584945852
15.448,0.260621737,-0.242686219,0.140006325,-1.20936997,0.680777514
15.452,0.259594333,-0.270997521,0.14365322,-1.229611172,0.779997326
15.456,0.258453913,-0.299191521,0.14721401,-1.247019256,0.882492161
